propertyCode,thumbnail,externalReference,numPhotos,floor,price,priceInfo,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,topNewDevelopment,topPlus,newDevelopmentFinished,parkingSpace,neighborhood,highlight
33393453,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/80/a0/27/243588091.jpg,HT_11141,41,2,1690000.0,{'price': {'amount': 1690000.0}},flat,sale,211.0,4,3,"rua Duques de Bragança, 7",Lisboa,Santa Maria Maior,Chiado,pt,38.7086416,-9.1420878,True,https://www.idealista.pt/imovel/33393453/,"Apartamento dúplex de 4 dormitorios de alto estándar, con 212 m2, ubicado en Chiado, uno de los barrios más emblemáticos y tradicionales de la ciudad de Lisboa.  Tanto la propiedad como el edificio fueron remodelados en 2017, con finos acabados contemporáneos, manteniendo las características  Pueblo pombalino tan característico del centro de Lisboa.  Ubicación privilegiada, amplitud de los ambientes e iluminación natural son sus principales características. Al entrar en la propiedad encontramos la definición de lujo y buen gusto en cada detalle, empezando por la vista de la 'Jaula Pombalina' que por disposición se presenta como una verdadera obra de arte. Luego, la sala de estar nos recibe de manera majestuosa, con techos altos, techo con detalles, chimenea y finos revestimientos, manteniendo todas las maderas originales.  Cocina con 14 m2, totalmente equipada con electrodomésticos Siemens. En la zona de lavandería encontramos lavadoras Miele, secadoras AEG, y como soporte, una amplia despensa/almacenaje.  El apartamento tiene 4 dormitorios, el primero al lado de la sala de estar, con una hermosa estantería original en diferentes carpinterías, que se puede utilizar como oficina, biblioteca, sala de televisión o habitación de invitados. Un baño de cortesía proporciona apoyo a toda la planta inferior.  En la planta superior se encuentran el resto de dormitorios, lo que garantiza mucha privacidad, siendo uno de ellos una suite con un total de 23 m2. Los otros dos dormitorios, con superficies entre 13m2 y 18 m2, son servidos por un amplio baño cubierto con acabados nobles.  En la planta superior, el inmueble también cuenta con una despensa de apoyo, también equipada.  Con el fin de proporcionar todo el confort, la propiedad cuenta con ascensor privado, además de la escalera privada, que facilitan el acceso a la 2ª planta del apartamento.  Los dos balcones de 4,00 m2 proporcionan momentos de ocio y tranquilidad, combinados con la ESPLÉNDIDA VISTA DEL RÍO TAJO.  La propiedad cuenta con un estacionamiento con acceso desde el interior del edificio. Si buscas una propiedad de alta gama, con excelentes acabados y una ubicación premium, ya la has encontrado, solo tienes que agendar una visita.",True,good,False,True,8009.0,{'typology': 'flat'},"{'subtitle': 'Santa Maria Maior, Lisboa', 'title': 'Piso en rua Duques de Bragança, 7'}",True,False,False,False,False,False,,,,
33394537,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/61/09/e6/243650875.jpg,8350,32,,636500.0,{'price': {'amount': 636500.0}},flat,sale,192.05,3,3,Pena,Lisboa,Arroios,Pena,pt,38.7183795,-9.1362533,False,https://www.idealista.pt/imovel/33394537/,"Bienvenido a su nuevo hogar en el centro de Lisboa, ubicado en Arroios, este apartamento de 3 dormitorios con terraza, lo coloca a poca distancia de algunas de las atracciones de la ciudad, al tiempo que proporciona un ambiente tranquilo y acogedor. Al entrar en este espacio completamente reformado te recibe un recibidor que da paso al salón, bañado de luz natural, que se extiende armoniosamente hasta la generosa terraza. Este espacio al aire libre invita a disfrutar de momentos relajantes y agradables, ya sea disfrutando de una taza de café por la mañana o entreteniendo a amigos y familiares. La cocina de planta abierta, equipada con electrodomésticos de alta gama que incluyen horno, vitrocerámica, campana extractora y nevera, ofrece el entorno para explorar sus habilidades culinarias mientras se mantiene integrado con los acontecimientos en la sala de estar. El apartamento cuenta con dos suites y un dormitorio, lo que garantiza la privacidad y el confort de toda la familia o invitados. El baño compartido completa este espacio elegante y funcional. La proximidad al Hospital de San José y al Jardín del Campo dos Mártires da Pátria ofrece una sensación de tranquilidad, sabiendo que los servicios médicos y los espacios verdes están al alcance de la mano siempre que sea necesario. Ubicado en Arroios, una zona histórica con palacios y mansiones, como el imponente Palacio de Estefânia y el majestuoso Palacio de Sotto Mayor, además de la emblemática Iglesia de los Ángeles, este es un lugar donde la tradición se fusiona con lo contemporáneo, creando un ambiente único y cautivador. También encontrarás instituciones de renombre, como la Escuela Secundaria Camões y la Universidad Autónoma de Lisboa, que enriquecen aún más esta área. Para los amantes de la cultura y el entretenimiento, la zona ofrece una gran cantidad de opciones, desde el histórico Cinema Império hasta la encantadora Fuente de Neptuno en Largo de Dona Estefânia. Y después de explorar todas las maravillas que Arroios tiene para ofrecer, puede disfrutar de una variedad de restaurantes y establecimientos comerciales tradicionales que salpican las calles circundantes. No pierdas la oportunidad de hacer de este apartamento tu nuevo hogar. Programe su visita ahora y prepárese para comenzar un nuevo viaje. Áreas: Salón y cocina en espacio abierto:.",False,good,False,True,3314.0,{'typology': 'flat'},"{'subtitle': 'Arroios, Lisboa', 'title': 'Piso'}",True,False,False,False,False,False,,,,
33391846,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/5a/5f/c0/244263647.jpg,1208-5668,2,1,565000.0,{'price': {'amount': 565000.0}},flat,sale,100.0,3,2,rua Francesinhas,Lisboa,Estrela,Santos-o-Velho - Madragoa,pt,38.7123184,-9.1530656,False,https://www.idealista.pt/imovel/33391846/,,False,good,False,,5650.0,{'typology': 'flat'},"{'subtitle': 'Estrela, Lisboa', 'title': 'Piso en rua Francesinhas'}",False,False,False,False,False,False,,,,
33391817,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/1d/a6/40/244263677.jpg,1208-5669,8,bj,535000.0,{'price': {'amount': 535000.0}},flat,sale,90.0,3,2,"rua Francesinhas, 11",Lisboa,Estrela,Santos-o-Velho - Madragoa,pt,38.710995,-9.1541305,True,https://www.idealista.pt/imovel/33391817/,,False,renew,False,False,5944.0,{'typology': 'flat'},"{'subtitle': 'Estrela, Lisboa', 'title': 'Piso en rua Francesinhas, 11'}",True,False,False,False,False,False,,,,{'groupDescription': 'Top'}
33394281,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/2e/c2/bb/243885417.jpg,CT2023-0171,22,9,735000.0,{'price': {'amount': 735000.0}},flat,sale,135.0,2,2,Entrecampos,Lisboa,Avenidas Novas,Entrecampos,pt,38.745733,-9.1609987,False,https://www.idealista.pt/imovel/33394281/,"Excelente apartamento de 2 dormitorios en las Avenidas Novas con construcción de 2005, en edificio de prestigio, compuesto por hall de entrada, 2 dormitorios con baño en suite y con armarios empotrados, salón amplio, aire acondicionado, balcón, cocina totalmente equipada, gran despensa, ventanas amplias con carpintería de doble acristalamiento, persianas eléctricas, magníficas vistas sobre Lisboa, mucha luminosidad, orientación solar naciente-poniente, ascensores y garaje con 1 plaza de aparcamiento. Cerca de comercios y servicios, Ciudad Universitaria, Hospitales de Santa María, Curry Cabral e IPO, Universidad Católica e ISCTE. Junto al Eje Norte/Sur, Plaza de España, Sete Rios, Entrecampos a cinco minutos de El Corte Inglés y del Museo y Jardines de Gulbenkian.",False,good,False,True,5444.0,{'typology': 'flat'},"{'subtitle': 'Avenidas Novas, Lisboa', 'title': 'Piso'}",False,False,False,False,False,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
33394061,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/6d/f5/f3/243640007.jpg,BMJ202405101821,33,2,420000.0,{'price': {'amount': 420000.0}},flat,sale,125.0,4,2,rua Jorge Amado,Lisboa,Marvila,,pt,38.7451266,-9.1196365,False,https://www.idealista.pt/imovel/33394061/,"Excelente T3 en condominio cerrado en Lisboa (Olaias) con zonas verdes, piscina, balcones y una plaza de garaje, además de un trastero. El T3 tiene cocina equipada, habitaciones con armario empotrado y salón con balcón. El edificio dispone de 2 ascensores, piscina, parque infantil, gimnasio, portero 24h y cámaras de vigilancia. Disfruta de tus vacaciones, nosotros encontramos la casa de tus sueños.",True,good,False,True,3360.0,{'typology': 'flat'},"{'subtitle': 'Marvila, Lisboa', 'title': 'Piso en rua Jorge Amado'}",True,False,False,False,False,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
33392390,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/67/0c/a8/243545856.jpg,120611854-51,46,2,490000.0,{'price': {'amount': 490000.0}},flat,sale,103.0,2,2,"rua Pascoal de Melo, 42",Lisboa,Arroios,São Jorge de Arroios,pt,38.7313345,-9.1348615,True,https://www.idealista.pt/imovel/33392390/,,False,good,False,False,4757.0,{'typology': 'flat'},"{'subtitle': 'Alameda - Praça do Chile - Almirante Reis, Lisboa', 'title': 'Piso en rua Pascoal de Melo, 42'}",False,False,False,False,False,False,,,Alameda - Praça do Chile - Almirante Reis,
33394173,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/3c/1b/d5/238764618.jpg,22751,31,4,570000.0,{'price': {'amount': 570000.0}},flat,sale,128.0,2,2,Campo Grande,Lisboa,Alvalade,Campo Grande,pt,38.7578411,-9.1539931,False,https://www.idealista.pt/empreendimento/33394173/,"Apartamento de 2 dormitorios con 128 m2, ubicado en un nuevo edificio listo para habitar que nacerá en el corazón de Campo Grande, a pocos metros de la ciudad universitaria, del barrio de Alvalade y del jardín de Campo Grande. Un noble edificio cuidadosamente rehabilitado compuesto por 2 tiendas y 13 apartamentos, distribuidos en 4 plantas, con tipologías T1, T1+1 y T2. Un proyecto de rehabilitación desarrollado con rigor y calidad, que contó con refuerzo de estructura y aislamiento entre plantas, nuevas carpinterías de vidrio doble, ascensor y modernización total de las áreas comunes y privadas. Destaca por ser un edificio con caché, techos altos y trabajados con vistas al pulmón central y emblemático de Lisboa, el jardín de Campo Grande. Campo Grande es una de las mejores zonas residenciales de Lisboa para familias, rodeada de instituciones académicas de referencia, desde preescolar hasta la universidad, públicas y privadas: el emprendimiento está ubicado frente a la Ciudad Universitaria, uno de los campus más grandes del país. También cuenta con excelentes accesos, desde Campo Grande es posible acceder rápidamente a cualquier punto de la ciudad y a las principales autopistas del país que conectan con Oporto, el Algarve y España. También se beneficia de la proximidad a la red de transporte público, en particular a la estación de metro de la Ciudad Universitaria a 5 minutos a pie, y de la facilidad de aparcamiento, contando con un aparcamiento público en la parte trasera del edificio. Igualmente envuelto por algunos de los polos culturales y de ocio más importantes de la capital, esta ubicación se beneficia de la proximidad al jardín de Campo Grande, de los principales hospitales de la capital, de escuelas y universidades, servicios públicos, aeropuerto y también de algunos de los mayores complejos deportivos del país. Una excelente oportunidad de inversión. Listo para habitar o alquilar. ¡No pierda esta oportunidad! ¡Solicite más información ahora! Castelhana es una agencia inmobiliaria portuguesa presente en el mercado nacional desde hace más de 20 años, especializada en el mercado residencial de lujo y reconocida por el lanzamiento de algunos de los emprendimientos de mayor notoriedad en el panorama inmobiliario nacional. Fundada en 1999, Castelhana brinda un servicio integral en la mediación de negocios. Somos especialistas en inversión y comercialización de inmuebles. En Lisboa, en el Chiado, una de las zonas más emblemáticas y tradicionales de la capital. En Oporto, tenemos nuestra sede en Foz Do Douro, uno de los lugares más nobles de la ciudad y en la región del Algarve junto al reconocido puerto deportivo de Vilamoura. Te esperamos. Contamos con un equipo disponible para brindarle el mejor apoyo en su próxima inversión inmobiliaria. ¡Contáctenos!",True,newdevelopment,True,True,4453.0,{'typology': 'flat'},"{'subtitle': 'Alvalade, Lisboa', 'title': 'Piso'}",True,False,False,False,False,False,True,,,{'groupDescription': 'Top'}
33394180,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/35/bf/f1/238765078.jpg,22801,31,3,425000.0,{'price': {'amount': 425000.0}},flat,sale,71.0,1,1,Campo Grande,Lisboa,Alvalade,Campo Grande,pt,38.7553164,-9.1566357,False,https://www.idealista.pt/empreendimento/33394180/,"Apartamento T1+1 de 66 m2, ubicado en un edificio nuevo listo para entrar a vivir en el corazón de Avenidas Novas, a pocos metros de la ciudad universitaria, el barrio de Alvalade y el jardín de Campo Grande. Un edificio noble cuidadosamente rehabilitado que consta de 2 locales y 13 apartamentos, distribuidos en 4 plantas, con tipologías T1, T1+1 y T2. Un proyecto de rehabilitación desarrollado con rigor y calidad, que incluyó refuerzo de la estructura y aislamiento entre plantas, nuevos marcos de doble acristalamiento con aislamiento térmico y acústico, ascensor y modernización total de zonas comunes y privadas. Destaca por ser un edificio con prestigio, techos altos y elaborados con vistas al pulmón central y emblemático de Lisboa, el jardín de Campo Grande. Campo Grande es una de las mejores zonas residenciales de Lisboa para familias, rodeada de instituciones académicas líderes, desde preescolar hasta universitarias, públicas y privadas: el desarrollo está ubicado frente a la Cidade Universitária, uno de los campus más grandes del país. También tiene una excelente accesibilidad, desde Campo Grande es posible acceder rápidamente a cualquier punto de la ciudad y a las principales autopistas del país que conectan Oporto, el Algarve y España. También se beneficia de su proximidad a la red de transporte público, concretamente de la estación de metro Cidade Universitária, a 5 minutos a pie, y de su fácil aparcamiento, con un aparcamiento público en la parte trasera del edificio. Rodeada también por algunos de los centros culturales y de ocio más importantes de la capital, esta ubicación se beneficia de la proximidad al jardín de Campo Grande, a los principales hospitales, colegios y universidades de la capital, a los servicios públicos, al aeropuerto y también a algunos de los complejos deportivos más grandes de la capital. el país.país. Una excelente oportunidad de inversión.Listo para vivir o alquilar. No te pierdas esta oportunidad.¡Solicita más información ahora! Castelhana es una agencia inmobiliaria portuguesa presente en el mercado nacional desde hace más de 20 años, especializada en el mercado residencial prime y reconocida por el lanzamiento de algunos de los desarrollos más notorios del panorama inmobiliario nacional. Fundada en 1999, Castelhana presta un servicio integral en la mediación empresarial.Somos especialistas en inversión y en la comercialización de inmuebles. En Lisboa, en Chiado, una de las zonas más emblemáticas y tradicionales de la capital.En Oporto, tenemos nuestra sede en Foz Do Douro, uno de los lugares más nobles de la ciudad y de la región del Algarve junto al famoso puerto deportivo de Vilamoura. Te estamos esperando.Contamos con un equipo disponible para brindarle el mejor soporte en su próxima inversión inmobiliaria. ¡Contáctenos!",True,newdevelopment,True,True,5986.0,{'typology': 'flat'},"{'subtitle': 'Alvalade, Lisboa', 'title': 'Piso'}",True,False,False,False,False,False,True,,,
33394171,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/21/77/af/238765041.jpg,22800,31,2,400000.0,{'price': {'amount': 400000.0}},flat,sale,69.0,1,1,Campo Grande,Lisboa,Alvalade,Campo Grande,pt,38.7567478,-9.1545247,False,https://www.idealista.pt/empreendimento/33394171/,"Apartamento T1+1 de 66 m2, ubicado en un edificio nuevo listo para entrar a vivir en el corazón de Avenidas Novas, a pocos metros de la ciudad universitaria, el barrio de Alvalade y el jardín de Campo Grande. Un edificio noble cuidadosamente rehabilitado que consta de 2 locales y 13 apartamentos, distribuidos en 4 plantas, con tipologías T1, T1+1 y T2. Un proyecto de rehabilitación desarrollado con rigor y calidad, que incluyó refuerzo de la estructura y aislamiento entre plantas, nuevos marcos de doble acristalamiento con aislamiento térmico y acústico, ascensor y modernización total de zonas comunes y privadas. Destaca por ser un edificio con prestigio, techos altos y elaborados con vistas al pulmón central y emblemático de Lisboa, el jardín de Campo Grande. Campo Grande es una de las mejores zonas residenciales de Lisboa para familias, rodeada de instituciones académicas líderes, desde preescolar hasta universitarias, públicas y privadas: el desarrollo está ubicado frente a la Cidade Universitária, uno de los campus más grandes del país. También tiene una excelente accesibilidad, desde Campo Grande es posible acceder rápidamente a cualquier punto de la ciudad y a las principales autopistas del país que conectan Oporto, el Algarve y España. También se beneficia de su proximidad a la red de transporte público, concretamente de la estación de metro Cidade Universitária, a 5 minutos a pie, y de su fácil aparcamiento, con un aparcamiento público en la parte trasera del edificio. Rodeada también por algunos de los centros culturales y de ocio más importantes de la capital, esta ubicación se beneficia de la proximidad al jardín de Campo Grande, a los principales hospitales, colegios y universidades de la capital, a los servicios públicos, al aeropuerto y también a algunos de los complejos deportivos más grandes de la capital. el país.país. Una excelente oportunidad de inversión.Listo para vivir o alquilar. No te pierdas esta oportunidad.¡Solicita más información ahora! Castelhana es una agencia inmobiliaria portuguesa presente en el mercado nacional desde hace más de 20 años, especializada en el mercado residencial prime y reconocida por el lanzamiento de algunos de los desarrollos más notorios del panorama inmobiliario nacional. Fundada en 1999, Castelhana presta un servicio integral en la mediación empresarial.Somos especialistas en inversión y en la comercialización de inmuebles. En Lisboa, en Chiado, una de las zonas más emblemáticas y tradicionales de la capital.En Oporto, tenemos nuestra sede en Foz Do Douro, uno de los lugares más nobles de la ciudad y de la región del Algarve junto al famoso puerto deportivo de Vilamoura. Te estamos esperando.Contamos con un equipo disponible para brindarle el mejor soporte en su próxima inversión inmobiliaria. ¡Contáctenos!",True,newdevelopment,True,True,5797.0,{'typology': 'flat'},"{'subtitle': 'Alvalade, Lisboa', 'title': 'Piso'}",True,False,False,False,False,False,True,,,
33394170,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/b0/36/0b/238765018.jpg,22750,31,3,405000.0,{'price': {'amount': 405000.0}},flat,sale,69.0,1,1,Campo Grande,Lisboa,Alvalade,Campo Grande,pt,38.7580425,-9.1566025,False,https://www.idealista.pt/empreendimento/33394170/,,True,newdevelopment,True,True,5870.0,{'typology': 'flat'},"{'subtitle': 'Alvalade, Lisboa', 'title': 'Piso'}",True,False,False,False,False,False,True,,,
33394077,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/47/86/c6/238764694.jpg,22746,31,1,390000.0,{'price': {'amount': 390000.0}},flat,sale,68.0,1,1,Campo Grande,Lisboa,Alvalade,Campo Grande,pt,38.7569943,-9.15708,False,https://www.idealista.pt/empreendimento/33394077/,"Apartamento de 1 dormitorio y 1 baño con 66 m2, ubicado en un nuevo edificio listo para habitar en el corazón de las Avenidas Novas, a pocos metros de la ciudad universitaria, del barrio de Alvalade y del jardín del Campo Grande. Un noble edificio cuidadosamente rehabilitado compuesto por 2 tiendas y 13 apartamentos, distribuidos en 4 plantas, con tipologías T1, T1+1 y T2. Un proyecto de rehabilitación desarrollado con rigor y calidad, que contó con refuerzo de estructura y aislamiento entre plantas, nuevas carpinterías de vidrio doble con corte térmico y acústico, ascensor y modernización total de las áreas comunes y privadas. Destaca por ser un edificio con caché, techos altos y trabajados con vistas al pulmón central y emblemático de Lisboa, el jardín del Campo Grande. El Campo Grande es una de las mejores zonas residenciales de Lisboa para familias, rodeada de instituciones académicas de referencia, desde preescolar hasta la universidad, públicas y privadas: el emprendimiento está ubicado frente a la Ciudad Universitaria, uno de los campus más grandes del país. También cuenta con excelentes accesos, desde Campo Grande es posible acceder rápidamente a cualquier punto de la ciudad y a las principales autopistas del país que conectan con Oporto, el Algarve y España. También se beneficia de la proximidad a la red de transporte público, en particular a la estación de metro de la Ciudad Universitaria a 5 minutos a pie, y de la facilidad de aparcamiento, contando con un aparcamiento público en la parte trasera del edificio. Igualmente envuelto por algunos de los polos culturales y de ocio más importantes de la capital, esta ubicación se beneficia de la proximidad al jardín del Campo Grande, de los principales hospitales de la capital, de escuelas y universidades, servicios públicos, aeropuerto y también de algunos de los mayores complejos deportivos del país. Una excelente oportunidad de inversión. Listo para habitar o alquilar. ¡No pierdas esta oportunidad! ¡Solicite más información ahora! Castelhana es una agencia inmobiliaria portuguesa presente en el mercado nacional desde hace más de 20 años, especializada en el mercado residencial de lujo y reconocida por el lanzamiento de algunos de los desarrollos más reconocidos en el panorama inmobiliario nacional. Fundada en 1999, Castelhana brinda un servicio integral en la intermediación de negocios. Somos especialistas en inversión y comercialización de inmuebles. En Lisboa, en el Chiado, una de las zonas más emblemáticas y tradicionales de la capital. En Oporto, tenemos nuestra sede en Foz Do Douro, uno de los lugares más nobles de la ciudad y en la región del Algarve junto al reconocido puerto deportivo de Vilamoura. Te estamos esperando. Contamos con un equipo disponible para brindarle el mejor apoyo en su próxima inversión inmobiliaria. ¡Contáctenos!",True,newdevelopment,True,True,5735.0,{'typology': 'flat'},"{'subtitle': 'Alvalade, Lisboa', 'title': 'Piso'}",True,False,False,False,False,False,True,,,{'groupDescription': 'Top'}
33394146,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/cc/bc/b6/243635341.jpg,M10851,9,2,255000.0,{'price': {'amount': 255000.0}},flat,sale,67.0,3,1,Estrada de Benfica,Lisboa,São Domingos de Benfica,Estrada de Benfica,pt,38.745055,-9.176684,False,https://www.idealista.pt/imovel/33394146/,"¡Excelente oportunidad de inversión! ¡Apartamento para reforma total en el centro del Benfica! Ubicado en un barrio familiar y residencial con varios puntos de comercio y servicios.  Cuenta con tiendas tradicionales, tiendas de diseño y muebles, cafeterías y restaurantes  Se encuentra en una zona céntrica, con muy fácil acceso, y proximidad al transporte público, y a diversos equipamientos sociales,  Mercado de São Domingos de Benfica, Alto dos Moinhos Metropolitan, Hospital de la Cruz Roja, Zoológico.",True,good,False,,3806.0,{'typology': 'flat'},"{'subtitle': 'São Domingos de Benfica, Lisboa', 'title': 'Piso'}",True,False,False,False,False,False,,,,
33394088,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/45/39/6d/243631685.jpg,W-02UUOC,25,,624500.0,{'price': {'amount': 624500.0}},flat,sale,103.0,2,1,Príncipe Real,Lisboa,Santo António,Príncipe Real,pt,38.7156916,-9.1547546,False,https://www.idealista.pt/imovel/33394088/,,False,good,False,,6063.0,{'typology': 'flat'},"{'subtitle': 'Santo António, Lisboa', 'title': 'Piso'}",False,False,False,False,False,False,,,,
33394019,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/38/84/0c/243626635.jpg,APA_7081,30,3,1750000.0,{'price': {'amount': 1750000.0}},flat,sale,190.0,4,3,Castelo - Mouraria,Lisboa,Santa Maria Maior,Castelo - Mouraria,pt,38.7114242,-9.1356227,False,https://www.idealista.pt/imovel/33394019/,,False,good,False,True,9211.0,{'typology': 'flat'},"{'subtitle': 'Santa Maria Maior, Lisboa', 'title': 'Piso'}",True,False,True,False,False,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,{'groupDescription': 'Destacado'}
33393952,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/f4/a2/51/243616787.jpg,PSI-103565,24,,255000.0,{'price': {'amount': 255000.0}},flat,sale,81.0,4,1,Estrada de Benfica,Lisboa,São Domingos de Benfica,Estrada de Benfica,pt,38.7428111,-9.1775879,False,https://www.idealista.pt/imovel/33393952/,"Imagina transformar cada rincón de este T4 en un espacio único y personalizado, reflejando tu visión de hogar perfecto. Con la proximidad a diversos equipamientos sociales y comodidades, la ubicación estratégica de este apartamento ofrece un potencial increíble para la creación de un ambiente acogedor y funcional. Ubicado en un barrio familiar y tranquilo, disfruta del ambiente acogedor proporcionado por el comercio tradicional, tiendas de diseño y mobiliario que rodean la región. Siéntete como en casa en los cafés y restaurantes que hacen de São Domingos de Benfica una elección única. Tu nueva morada proporciona fácil acceso a diversas comodidades, estando en la zona central de la ciudad. La proximidad de transportes públicos, como el Metropolitano do Alto dos Moinhos, hace que la movilidad sea una ventaja para los moradores. Además, benefíciate de la presencia de importantes equipamientos sociales en la región, como el Hospital da Cruz Vermelha, el Mercado de São Domingos de Benfica y el renombrado Jardim Zoológico.",False,good,False,False,3148.0,{'typology': 'flat'},"{'subtitle': 'São Domingos de Benfica, Lisboa', 'title': 'Piso'}",False,False,False,False,False,False,,,,
33393868,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/d9/30/fc/243615822.jpg,PROP-001967,43,bj,1980000.0,{'price': {'amount': 1980000.0}},flat,sale,196.0,4,4,Calçada da Ajuda - Belém,Lisboa,Ajuda,Calçada da Ajuda - Belém,pt,38.7040592,-9.2010343,False,https://www.idealista.pt/imovel/33393868/,"Apartamento de 4 dormitorios con terraza y jardín situado en Belém, una de las zonas más nobles e históricas de la ciudad de Lisboa, cerca del Palacio de Belém, del Palacio Nacional de Ajuda, del Monasterio de los Jerónimos, del Museo Nacional de Coches, del Museo MAAT, del Museo de la Electricidad, del Centro Cultural de Belém, de la Torre de Belém y del Padrão dos Descobrimentos, del río Tajo y de los famosos Pasteles de Belém. Zona bien servida por transporte público, incluyendo tren y autobuses, que ofrece diversos servicios, escuelas públicas y privadas, universidades, restaurantes, jardines y parques públicos, así como el Parque Forestal de Monsanto y fácil acceso a las principales carreteras como la autopista A5, la Avenida da Índia y la Avenida Brasilia. Este inmueble con 196 m2 de superficie bruta privada, inserto en el moderno condominio cerrado Unique Belém, proyectado por el arquitecto Frederico Valsassina, con portería 24 horas, piscina y jardín común y gimnasio, se compone de hall de entrada (4 m2), un amplio salón con comedor integrado (45 m2), una cocina totalmente equipada (12 m2) con lavadero (4 m2), dos suites (26 m2 cada una), dos dormitorios (15 m2 y 14 m2), un baño completo de apoyo a los dos dormitorios (5 m2), un aseo (3 m2), una zona de trastero (1,50 m2) y una antesala de acceso a los dormitorios (7 m2). Todas las estancias de la casa tienen acceso directo a la terraza (36 m2) y al jardín privado (32 m2). También cuenta con dos plazas de garaje en box (38 m2) y un trastero. La disposición de este inmueble, unida a su ubicación, ofrece una exposición solar privilegiada. Características: - Orientación solar: Este / Sur / Oeste - Cocina y lavadero equipados y con pavimento de mármol. Grifo mezclador - Cocina totalmente equipada con electrodomésticos Siemens de alta gama empotrados (horno, microondas y placa de inducción de vidrio blanco, campana extractora oculta por los muebles superiores, lavavajillas empotrado en la encimera, lavadora y sistema de secado Technodry, frigorífico y congelador side by side empotrados) - Terraza revestida de piedra caliza y jardín privado - Portería 24 horas - Jardín y piscina del condominio - Gimnasio - Sala de Condominio - Carpintería con doble acristalamiento - Baños con pavimento de mármol con acabado suavizado e hidrofugado - Toalleros calefactados. Espejo con desempañador eléctrico - Suelo radiante con control por termostato - Puertas interiores pivotantes del suelo al falso techo - Armarios empotrados - Sistema de aire acondicionado de alta gama - Garaje para 2 coches con toma de corriente para coches eléctricos - Trastero - Videovigilancia con sistema integrado de cámaras en circuito cerrado - Sistema de domótica para detección de intrusos, inundaciones, fugas de gas e incendios - Sistema de intercomunicación por videoportero, que interconecta el apartamento con la entrada principal del bloque correspondiente y la puerta de acceso al jardín con sistema con tecnología IP (Internet Protocol) para sincronización con smartphones - Puerta de seguridad autoinstructiva Dierre.",True,good,False,True,10102.0,{'typology': 'flat'},"{'subtitle': 'Ajuda, Lisboa', 'title': 'Piso'}",True,True,False,False,False,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
33393810,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/6b/b0/0f/243613844.jpg,BMJ202405101413,15,3,550000.0,{'price': {'amount': 550000.0}},flat,sale,115.0,2,1,alameda dos Oceanos,Lisboa,Parque das Nações,Expo Central,pt,38.7640536,-9.0944859,False,https://www.idealista.pt/imovel/33393810/,,False,good,False,True,4783.0,{'typology': 'flat'},"{'subtitle': 'Parque das Nações, Lisboa', 'title': 'Piso en alameda dos Oceanos'}",False,False,False,False,False,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
