propertyCode,thumbnail,externalReference,numPhotos,price,priceInfo,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,parkingSpace,newDevelopmentFinished,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,highlight,topNewDevelopment,topPlus,floor,neighborhood
33307223,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/a6/2a/78/239948239.jpg,LBN200252,34,730000.0,{'price': {'amount': 730000.0}},flat,sale,93.0,2,2,Centro,Lisboa,Campolide,Centro,pt,38.7239219,-9.1612803,False,https://www.idealista.pt/empreendimento/33307223/,"El LX Living es un emprendimiento totalmente nuevo, ubicado en las Amoreiras, una zona residencial muy solicitada en el centro de Lisboa, cerca de la prestigiosa Avenida da Liberdade, en el corazón del centro financiero de la ciudad. Este sorprendente emprendimiento está constituido por 151 apartamentos de lujo, espacios comerciales en la planta baja, una plaza interior ajardinada y todo un conjunto de comodidades y servicios habitualmente disponibles en hoteles de lujo, como gimnasio, Spa, dos piscinas, dos restaurantes y un bar, jardín y terraza en la cima del edificio. Los apartamentos que constituyen el LX Living están dispuestos en dos edificios separados, interconectados por una plaza interior ajardinada, y están equipados con cinco ascensores independientes. Las tipologías varían de T0 a T4, con áreas entre 51 m² y 160 m². Todos los apartamentos incluyen áreas interiores espaciosas de estilo contemporáneo, cocinas abiertas y acabados de lujo y aún aire acondicionado, vidrios dobles y estacionamiento. Información Local: Ubicación premium, la zona de las Amoreiras es una de las más importantes del centro de Lisboa, conocida por su prestigioso centro comercial y edificios circundantes habitados mayoritariamente por la clase media alta, donde se instalan hoteles de lujo, empresas multinacionales y escuelas internacionales con mayor destaque para el referenciado Liceo Francés Charles Lepierre. Accesos fáciles a las autopistas A2 (Sur), A5 (Cascais y Estoril) y A1 (Norte). El principal aeropuerto de Lisboa está a solo 15 minutos de distancia. Sobre Savills: A lo largo de más de 160 años, Savills creció y se convirtió en una de las principales consultoras inmobiliarias del mundo. El panorama inmobiliario puede ser irreconocible desde que abrimos nuestra primera oficina en Londres en 1855, pero nuestro pensamiento progresista, nuestros valores de confianza e integridad, y nuestro enfoque en el servicio excepcional al cliente no han cambiado. Hoy, Savills es un negocio moderno y global. Con más de 600 oficinas y asociados ubicados en más de 70 países en todo el mundo, nuestro alcance y experiencia son incomparables, con 39.000 personas trabajando en 300 disciplinas que cubren todo el espectro de servicios residenciales, comerciales y de propiedad rural. Llegamos a clientes en todo el mundo, a través de nuestro equipo de especialistas dedicados con sede en Londres, de nuestra red mundial de oficinas y asociados, y de nuestros equipos internos especializados en marketing, relaciones públicas e investigación. Nuestros clientes pueden encontrarnos fácilmente, gracias a nuestros sitios web multilingües y búsqueda móvil, así como gracias a nuestra reputación de líder de mercado y análisis. Combinamos nuestro alcance mundial, experiencia y pericia con un servicio personalizado para cada cliente, incluyendo departamentos especializados que ofrecen los más altos niveles de privacidad y profesionalismo. Nos enorgullecemos de construir relaciones duraderas que ayudan a nuestros clientes a alcanzar sus ambiciones inmobiliarias, sean cuales sean y donde sea que estén.",False,newdevelopment,True,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",True,7849.0,{'typology': 'flat'},"{'subtitle': 'Campolide, Lisboa', 'title': 'Piso'}",True,False,False,False,,False,False,1,
33307214,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/6e/f5/a1/239948243.jpg,LBN200257,34,770000.0,{'price': {'amount': 770000.0}},flat,sale,91.0,2,2,Centro,Lisboa,Campolide,Centro,pt,38.7267463,-9.159316,False,https://www.idealista.pt/empreendimento/33307214/,,False,newdevelopment,True,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",True,8462.0,{'typology': 'flat'},"{'subtitle': 'Campolide, Lisboa', 'title': 'Piso'}",True,False,False,False,,False,False,1,
33307261,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/72/a8/c4/239948241.jpg,LBN200266,34,820000.0,{'price': {'amount': 820000.0}},flat,sale,86.0,2,2,Centro,Lisboa,Campolide,Centro,pt,38.7256312,-9.1620307,False,https://www.idealista.pt/empreendimento/33307261/,,False,newdevelopment,True,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",True,9535.0,{'typology': 'flat'},"{'subtitle': 'Campolide, Lisboa', 'title': 'Piso'}",True,False,False,False,,False,False,2,
33307213,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/a9/b1/02/239947776.jpg,LBN200253,34,770000.0,{'price': {'amount': 770000.0}},flat,sale,102.0,2,2,Centro,Lisboa,Campolide,Centro,pt,38.7268548,-9.1603618,False,https://www.idealista.pt/empreendimento/33307213/,,False,newdevelopment,True,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",True,7549.0,{'typology': 'flat'},"{'subtitle': 'Campolide, Lisboa', 'title': 'Piso'}",True,False,False,False,,False,False,1,
33307680,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/9d/65/24/239968421.jpg,001.058.137,16,369900.0,{'price': {'amount': 369900.0}},flat,sale,78.0,2,1,Estrada de Benfica,Lisboa,São Domingos de Benfica,Estrada de Benfica,pt,38.7456256,-9.1791962,False,https://www.idealista.pt/imovel/33307680/,,False,good,False,,,,4742.0,{'typology': 'flat'},"{'subtitle': 'São Domingos de Benfica, Lisboa', 'title': 'Piso'}",False,False,False,False,,False,False,,
33307640,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/a7/b5/56/244205900.jpg,1217-3588,24,255000.0,{'price': {'amount': 255000.0}},flat,sale,61.0,1,1,travessa dos Lagares s/n,Lisboa,Santa Maria Maior,Castelo - Mouraria,pt,38.7165475,-9.132843,True,https://www.idealista.pt/imovel/33307640/,,False,good,False,,,,4180.0,{'typology': 'flat'},"{'subtitle': 'Santa Maria Maior, Lisboa', 'title': 'Piso en travessa dos Lagares s/n'}",False,False,False,False,,False,False,4,
33307456,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/78/45/98/239959081.jpg,1204-4112,23,595000.0,{'price': {'amount': 595000.0}},flat,sale,73.0,2,1,travessa de Campo de Ourique,Lisboa,Campo de Ourique,Centro,pt,38.7222934,-9.1672428,False,https://www.idealista.pt/imovel/33307456/,"¡Ven a descubrir este increíble apartamento en Campo de Ourique, Lisboa! Con una sala de estar de planta abierta, dos habitaciones ideales para relajarse, una fachada original llena de encanto y la posibilidad de ampliar el espacio a un dúplex exclusivo, esta propiedad ofrece una oportunidad única. Ubicado en uno de los barrios con más encanto de la ciudad, con fácil acceso a tiendas y restaurantes locales, podrás disfrutar de una sensación de comunidad única. No pierdas la oportunidad de crear el espacio de tus sueños en este apartamento de 73m². ¡Reserva ya tu visita y asegúrate este tesoro en Lisboa!",True,good,False,False,,,8151.0,{'typology': 'flat'},"{'subtitle': 'Campo de Ourique, Lisboa', 'title': 'Piso en travessa de Campo de Ourique'}",True,False,False,False,,False,False,2,
33307502,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/9e/b0/8f/239958996.jpg,ORIAPRO3314,21,330000.0,{'price': {'amount': 330000.0}},flat,sale,55.0,1,1,rua do Crucifixo,Lisboa,Santa Maria Maior,Baixa,pt,38.7093208,-9.1409324,False,https://www.idealista.pt/imovel/33307502/,,True,good,False,True,,,6000.0,{'typology': 'flat'},"{'subtitle': 'Santa Maria Maior, Lisboa', 'title': 'Piso en rua do Crucifixo'}",True,False,True,False,{'groupDescription': 'Top'},False,False,1,
33307450,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/49/17/71/239957285.jpg,,16,530000.0,{'price': {'amount': 530000.0}},flat,sale,100.0,2,1,Entrecampos,Lisboa,Avenidas Novas,Entrecampos,pt,38.7437417,-9.1557241,False,https://www.idealista.pt/imovel/33307450/,"Vende este magnífico apartamento de 2 habitaciones reformado, situado en Entrecampos. Con un balcón para disfrutar de las vistas, la cocina totalmente equipada es una invitación a la cocina. Disfruta del confort del aire acondicionado y de los armarios empotrados en las habitaciones. El baño completo con plato de ducha proporciona practicidad y elegancia. Con una ubicación privilegiada, este inmueble ofrece excelentes accesos a transportes públicos y al metro. No pierdas la oportunidad de vivir con comodidad y estilo en esta prestigiosa zona de la ciudad. ¡Agenda ya tu visita!",False,good,False,False,,,5300.0,{'typology': 'flat'},"{'subtitle': 'Avenidas Novas, Lisboa', 'title': 'Piso'}",False,False,False,False,,False,False,1,
33307354,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/b6/e3/fb/239956417.jpg,APA_9632,17,430000.0,{'price': {'amount': 430000.0}},flat,sale,60.0,1,1,Graça,Lisboa,São Vicente,Graça,pt,38.7171594,-9.1295381,False,https://www.idealista.pt/imovel/33307354/,,False,good,False,,,,7167.0,{'typology': 'flat'},"{'subtitle': 'São Vicente, Lisboa', 'title': 'Piso'}",True,False,False,False,,False,False,,
33307147,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/d7/0b/6c/239947338.jpg,122181485-62,27,775000.0,{'price': {'amount': 775000.0}},flat,sale,94.0,2,2,Campo de Santana - Santa Marta,Lisboa,Santo António,Campo de Santana - Santa Marta,pt,38.724879,-9.1441521,False,https://www.idealista.pt/imovel/33307147/,,True,good,False,True,,,8245.0,{'typology': 'flat'},"{'subtitle': 'Santo António, Lisboa', 'title': 'Piso'}",True,False,False,False,,False,False,3,
33178962,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/71/55/2b/244223699.jpg,1218-2700,35,560000.0,"{'price': {'amount': 560000.0, 'priceDropInfo': {'formerPrice': 600000.0, 'priceDropValue': 40000, 'priceDropPercentage': 7}}}",flat,sale,143.0,4,2,rua de Ponta Delgada s/n,Lisboa,Arroios,São Jorge de Arroios,pt,38.7330851,-9.1380449,True,https://www.idealista.pt/imovel/33178962/,"En una excelente ubicación, encontrará este apartamento a pocos metros de la Praça do Chile, Arco do Cego y la embajada de Rusia, al lado del Instituto Superior Técnico y cerca de estaciones de metro o autobuses, así como de todos los comercios y servicios. De hormigón, dispone de 2 ascensores y entrada preparada para el acceso de personas con movilidad reducida. El espacioso apartamento T4 está ubicado en el 1er piso. Cabe destacar que el apartamento tiene dos entradas, característica que permite dividirlo en dos espacios independientes y crear su propia oficina al lado de la casa o crear cierta rentabilidad. El apartamento ofrece un enorme potencial de modernización al gusto, buen sol. Exposición y un living y cocina originalmente grandes. Además de tener una despensa dentro del apartamento, también hay un depósito para esta fracción en el edificio, así como un espacio de patio y una terraza en la parte superior del edificio, ambos de uso común de los condóminos. Ven y descubre esta excelente oportunidad. ____________________________________Reserva la tuya ahora ¡Visita y enamórate de tu nuevo hogar! Cuenta con nuestra ayuda para aprobar tu financiamiento. Contáctanos para más información. ________________________________.  *** ¿Te gustó la presentación que hicimos de esta propiedad? Podemos hacer lo mismo por el tuyo. ¡Contáctanos! *** En KW Portugal creemos en compartir como forma de brindar el mejor servicio al cliente, por eso, si eres un profesional del sector y tienes un cliente comprador calificado, ¡contáctame y programa tu visita! Compartimos negocios con Todas las agencias inmobiliarias, 50/50. Más información en nuestro sitio web kwportugal. pt Características: Características exteriores: jardín; Terraza/Cubierta; Áreas comunes; Características interiores - Hall de entrada; Baño completo; Armario; Armarios; Características Generales - Para remodelación; Despensa; Orientación - Este; Oeste; Otros equipos: gas canalizado; Vistas - Vista de la ciudad; Otras características - Balcón; Recopilación; Acceso adecuado para personas con movilidad reducida; Ascensor;.",True,good,False,,,,3916.0,{'typology': 'flat'},"{'subtitle': 'Estefânia, Lisboa', 'title': 'Piso en rua de Ponta Delgada s/n'}",True,False,False,False,,False,False,,Estefânia
33307162,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/52/3d/32/241002508.jpg,,36,390000.0,{'price': {'amount': 390000.0}},flat,sale,90.0,3,2,Calçada do Tojal,Lisboa,Benfica,Calçada do Tojal,pt,38.7515494,-9.2033215,False,https://www.idealista.pt/imovel/33307162/,,True,good,False,True,,,4333.0,{'typology': 'flat'},"{'subtitle': 'Benfica, Lisboa', 'title': 'Piso en Calçada do Tojal'}",False,False,False,True,{'groupDescription': 'Destacado'},False,False,4,
33307177,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/b6/a4/93/239949866.jpg,15/24,19,289900.0,{'price': {'amount': 289900.0}},flat,sale,45.0,1,1,estrada de Benfica,Lisboa,São Domingos de Benfica,Estrada de Benfica,pt,38.7462146,-9.1797041,False,https://www.idealista.pt/imovel/33307177/,,False,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,6442.0,{'typology': 'flat'},"{'subtitle': 'São Domingos de Benfica, Lisboa', 'title': 'Piso en estrada de Benfica'}",True,False,False,False,,False,False,6,
33307195,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/7d/60/c5/239949482.jpg,W-02UYG2,26,187000.0,{'price': {'amount': 187000.0}},studio,sale,31.0,0,1,Boa Hora,Lisboa,Ajuda,Boa Hora,pt,38.7042737,-9.1936034,False,https://www.idealista.pt/imovel/33307195/,,True,good,False,,,,6032.0,"{'typology': 'flat', 'subTypology': 'studio'}","{'subtitle': 'Ajuda, Lisboa', 'title': 'T0'}",True,False,True,False,,False,False,2,
33307248,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/c9/0f/19/239949275.jpg,1373RP,26,275000.0,{'price': {'amount': 275000.0}},flat,sale,60.0,1,1,Junqueira,Lisboa,Alcântara,Junqueira,pt,38.698102,-9.1914684,False,https://www.idealista.pt/imovel/33307248/,"En el corazón de Junqueira, en una zona privilegiada, este luminoso apartamento de 1+1 dormitorios con balcón se encuentra en una calle tranquila entre Belém y Alcântara, a pocos pasos del río Tajo, de la Universidad Lusíada, del Hospital Egas Moniz y del prestigioso MAAT. Con una superficie de 60 m2, este apartamento de 1+1 dormitorios es una excelente oportunidad de inversión.  Cuenta con una sala de estar con balcón, la cocina está totalmente equipada, y también hay un balcón cerrado donde se encuentra la zona de comedor.  Cuenta con un dormitorio principal y un dormitorio interior que eventualmente se puede reconfigurar para ampliar la sala de estar. Un hermoso hall de entrada hace la separación perfecta entre el área privada y social. El suelo de madera aporta un toque de elegancia a todos los espacios de este apartamento. Hay un baño compartido.  Las zonas comunes del edificio han sido completamente renovadas, destacando las características originales y el encanto del estilo 'Art Decó'. Ubicado a poca distancia del río y de monumentos emblemáticos como el Palacio de los Jerónimos, el Museo de Carruajes y el Jardín Bôtanico.  Además, cuenta con todos los servicios a la vuelta de la esquina, incluyendo mercados, supermercados, colegios, universidades, cafeterías y restaurantes. El acceso al transporte público es fácil aquí, con la estación de tren de Belém a solo 10 minutos a pie y acceso directo a la línea ferroviaria de Cascais. La Avenida da Índia, la Avenida Brasilia, las autopistas A1, A2, A5 y A8 y el Puente 25 de Abril están a pocos minutos, ofreciendo aún más comodidad.  Reserva ya tu visita y ven a conocer esta excelente oportunidad. *Un RealFolio exclusivo*.",False,good,False,,,,4583.0,{'typology': 'flat'},"{'subtitle': 'Alcântara, Lisboa', 'title': 'Piso'}",True,False,False,False,,False,False,2,
33307116,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/b0/6a/c1/239944713.jpg,ZMPT565925,36,499000.0,"{'price': {'amount': 499000.0, 'priceDropInfo': {'formerPrice': 515000.0, 'priceDropValue': 16000, 'priceDropPercentage': 3}}}",flat,sale,94.0,2,1,Santos-o-Velho - Madragoa,Lisboa,Estrela,Santos-o-Velho - Madragoa,pt,38.7044463,-9.1619431,False,https://www.idealista.pt/imovel/33307116/,,False,good,False,False,,,5309.0,{'typology': 'flat'},"{'subtitle': 'Estrela, Lisboa', 'title': 'Piso'}",True,False,False,False,,False,False,3,
33307102,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/5f/06/bf/239944204.jpg,HSI0244,27,399900.0,"{'price': {'amount': 399900.0, 'priceDropInfo': {'formerPrice': 429900.0, 'priceDropValue': 30000, 'priceDropPercentage': 7}}}",flat,sale,79.0,3,2,rua António Nobre,Lisboa,São Domingos de Benfica,Estrada de Benfica,pt,38.7477195,-9.1799318,False,https://www.idealista.pt/imovel/33307102/,,False,good,False,False,,,5062.0,{'typology': 'flat'},"{'subtitle': 'São Domingos de Benfica, Lisboa', 'title': 'Piso en rua António Nobre'}",False,False,False,False,,False,False,2,
33307100,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/d5/45/5d/239944191.jpg,M136,30,850000.0,{'price': {'amount': 850000.0}},chalet,sale,127.0,3,3,Centro,Lisboa,Belém,Centro,pt,38.7017988,-9.2051506,False,https://www.idealista.pt/imovel/33307100/,"La planta inferior cuenta con un salón comedor con pared forrada de piedra, aportando encanto y carácter al espacio, cocina, 1 dormitorio, baño y terraza interior, ventanas de PVC con doble acristalamiento para aislamiento acústico y térmico con persianas eléctricas en toda la vivienda y puerta de entrada de alta seguridad. En la planta superior, hay 2 dormitorios más, dos baños y una terraza con vistas al río Tajo.  Esta propiedad también cuenta con paneles solares para calentar agua y calefacción central.  El área circundante ofrece una variedad de servicios, tiendas y supermercados, brindando comodidad a los residentes. A pesar de ser una zona tranquila, cuenta con excelentes accesos y aparcamientos, la red de transporte público de la zona es muy eficiente, lo cual es conveniente para los residentes. Con estas características, el inmueble parece ser una excelente opción tanto para aquellos que buscan una vivienda confortable en una ubicación privilegiada como para inversores que buscan rentabilidad económica a través del alquiler.",False,good,False,,,,6693.0,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}","{'subtitle': 'Belém, Lisboa', 'title': 'Chalet pareado'}",False,False,False,False,,False,False,,
33307077,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/77/51/6d/239944148.jpg,HSI0243,22,349900.0,"{'price': {'amount': 349900.0, 'priceDropInfo': {'formerPrice': 369900.0, 'priceDropValue': 20000, 'priceDropPercentage': 5}}}",flat,sale,78.0,2,2,rua António Nobre,Lisboa,São Domingos de Benfica,Estrada de Benfica,pt,38.7471502,-9.1776852,False,https://www.idealista.pt/imovel/33307077/,,False,good,False,False,,,4486.0,{'typology': 'flat'},"{'subtitle': 'São Domingos de Benfica, Lisboa', 'title': 'Piso en rua António Nobre'}",False,False,False,False,,False,False,bj,
33306858,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/19/54/31/244661195.jpg,HLES600026-PROP-OUSCN,30,820000.0,{'price': {'amount': 820000.0}},flat,sale,164.0,3,2,Laranjeiras,Lisboa,São Domingos de Benfica,Laranjeiras,pt,38.7528563,-9.1720191,False,https://www.idealista.pt/imovel/33306858/,,False,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,5000.0,{'typology': 'flat'},"{'subtitle': 'São Domingos de Benfica, Lisboa', 'title': 'Piso'}",True,False,True,False,,False,False,7,
33306823,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/33/79/62/239974951.jpg,,36,178000.0,"{'price': {'amount': 178000.0, 'priceDropInfo': {'formerPrice': 190000.0, 'priceDropValue': 12000, 'priceDropPercentage': 6}}}",flat,sale,42.0,2,1,rua Número Dois,Lisboa,Alcântara,Alvito - Quinta do Jacinto,pt,38.7057911,-9.1764046,False,https://www.idealista.pt/imovel/33306823/,"Apartamento de tipología T2, situado en el Barrio Quinta do Jacinto en Alcántara, Lisboa, es un verdadero tesoro arquitectónico. Proyectado por el renombrado arquitecto Antonio Couto Martins en la década de 1950. Reformado hace poco más de una década, este apartamento está listo para ser habitado, ofreciendo un ambiente acogedor y confortable para los futuros moradores. La cocina, parcialmente equipada, proporciona un espacio funcional para preparar comidas deliciosas. Una característica única de este inmueble es el acceso exclusivo a una terraza privada, donde se puede disfrutar de momentos relajantes al aire libre y apreciar la vista deslumbrante de la ciudad. Las ventanas tipo contraventanas en aluminio con vidrio doble garantizan un ambiente tranquilo y luminoso en toda la casa. Con dos habitaciones, siendo una de ellas con armario empotrado. Cuarto de baño con plato de ducha. Situado en una zona emblemática de Lisboa, próximo al Río Tajo, Lx Factory y una variedad de puntos de interés, este apartamento proporciona una experiencia de vida única, combinando lo mejor del pasado y del presente de la ciudad. No pierda esta oportunidad de vivir en un lugar exclusivo de la ciudad de Lisboa. Reserve ya su visita y descubra su nuevo hogar.",True,good,False,False,,,4238.0,{'typology': 'flat'},"{'subtitle': 'Alcântara, Lisboa', 'title': 'Piso en rua Número Dois'}",True,False,False,False,,False,False,bj,
33306798,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/ac/a5/37/239935275.jpg,HB0542,29,279900.0,{'price': {'amount': 279900.0}},flat,sale,47.0,1,1,Estrada de Benfica,Lisboa,São Domingos de Benfica,Estrada de Benfica,pt,38.7446856,-9.1785855,False,https://www.idealista.pt/imovel/33306798/,,True,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,5955.0,{'typology': 'flat'},"{'subtitle': 'São Domingos de Benfica, Lisboa', 'title': 'Piso'}",True,False,False,False,,False,False,6,
33306790,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/bb/e6/eb/239934664.jpg,HB0541,23,269900.0,{'price': {'amount': 269900.0}},flat,sale,81.0,1,1,Arneiros,Lisboa,Benfica,Arneiros,pt,38.7507636,-9.1994187,False,https://www.idealista.pt/imovel/33306790/,,True,good,False,False,,,3332.0,{'typology': 'flat'},"{'subtitle': 'Benfica, Lisboa', 'title': 'Piso'}",True,False,False,False,,False,False,st,
33306686,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/e2/d7/2f/239932828.jpg,APA_1365,12,779000.0,{'price': {'amount': 779000.0}},flat,sale,146.0,5,3,Centro,Lisboa,Campolide,Centro,pt,38.7265736,-9.1603785,False,https://www.idealista.pt/imovel/33306686/,,False,good,False,True,,,5336.0,{'typology': 'flat'},"{'subtitle': 'Campolide, Lisboa', 'title': 'Piso'}",False,False,False,False,,False,False,8,
33306646,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/09/f9/d4/239929100.jpg,,38,780000.0,{'price': {'amount': 780000.0}},chalet,sale,110.0,3,2,"rua São Boaventura, 81",Lisboa,Misericórdia,Bairro Alto,pt,38.7145687,-9.1462637,True,https://www.idealista.pt/imovel/33306646/,"Cueva División amplia con gran ventana que se puede utilizar como salón, dormitorio, trastero, etc. Planta 0 Salón Dormitorio con aseo Cocina equipada Planta 1 Salón Cocina equipada Aseo Planta 2 2 Dormitorios Balcón/Terraza El equipamiento de cocina y el mobiliario están incluidos en el precio. Calefacción eléctrica. Viva o invierta en un edificio situado precisamente en la frontera entre el Bairro Alto y el Príncipe Real, con dos fracciones independientes, con puerta de conexión, pudiendo así ser utilizadas en conjunto o por separado. Aproveche esta oportunidad en el centro de todo, pero en una calle muy tranquila. ¡Sea lisboeta! Exento de licencia de utilización por el hecho de que su construcción es anterior a 1951.",False,good,False,,,,7091.0,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}","{'subtitle': 'Misericórdia, Lisboa', 'title': 'Chalet adosado en rua São Boaventura, 81'}",True,False,False,False,,False,False,,
33306582,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/5f/fc/38/241197596.jpg,109240012,29,980000.0,{'price': {'amount': 980000.0}},flat,sale,296.0,14,4,Estrada de Benfica,Lisboa,São Domingos de Benfica,Estrada de Benfica,pt,38.7434354,-9.1788861,False,https://www.idealista.pt/imovel/33306582/,"Un conjunto de 4 apartamentos, dos apartamentos T3 y dos apartamentos T4, ubicados en un edificio en proceso de renovación total, que incluye instalación eléctrica y fontanería, que se entregarán llave en mano y completamente amueblados (¡incluido el Home-Staging)! Estos apartamentos están ubicados en el mismo edificio, situado en una calle perpendicular a la Avenida de Benfica en Lisboa, en un barrio familiar y residencial, pero muy céntrico en Lisboa. En el primer piso del edificio, hay un T3 de 67 m2 y un T4 de 79 m2. En el segundo piso del edificio, hay otro T3 de 67 m2 y un T4 de 74 m2. Zona con mucho comercio tradicional, cafeterías, restaurantes, buenas escuelas públicas y privadas. Cerca del Hospital Lusíadas y el Hospital de la Cruz Roja y el zoológico. Zona con fácil acceso y transporte público. Estaciones de metro en Alto dos Moinhos y Sete Rios. ¡Excelente oportunidad de INVERSIÓN en la adquisición de apartamentos llave en mano, totalmente amueblados!",True,good,False,False,,,3311.0,{'typology': 'flat'},"{'subtitle': 'São Domingos de Benfica, Lisboa', 'title': 'Piso'}",True,False,False,False,,False,False,,
33306397,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/d1/03/da/239922848.jpg,ATI_469,29,1290000.0,{'price': {'amount': 1290000.0}},penthouse,sale,191.0,4,4,rua José Maria Nicolau,Lisboa,São Domingos de Benfica,Alto dos Moinhos,pt,38.75737,-9.1826882,False,https://www.idealista.pt/imovel/33306397/,"Impresionante Penthouse en Santo Domingo de Benfica ofrece lujo y elegancia en cada detalle. Con impresionantes vistas panorámicas de la ciudad (Monsanto, Sierra de Sintra, ciudad de Lisboa y Estadio del Sport Lisboa e Benfica), esta exclusiva propiedad cuenta con acabados de alta calidad, amplios espacios y una atmósfera de sofisticación. La terraza privada de 25m2 es perfecta para disfrutar de momentos relajantes al aire libre, mientras que las comodidades modernas garantizan confort y conveniencia. No pierda la oportunidad de poseer este refugio urbano único e impresionar a sus invitados con un estilo de vida de clase mundial.",True,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,6754.0,"{'typology': 'flat', 'subTypology': 'penthouse'}","{'subtitle': 'São Domingos de Benfica, Lisboa', 'title': 'Ático en rua José Maria Nicolau'}",True,False,False,False,{'groupDescription': 'Top'},False,False,12,
33306369,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/b1/95/7d/239914176.jpg,294240047,8,390000.0,{'price': {'amount': 390000.0}},flat,sale,74.0,2,1,rua Arco do Carvalhão,Lisboa,Campolide,Centro,pt,38.7222002,-9.1651583,False,https://www.idealista.pt/imovel/33306369/,"Apartamento de 2 habitaciones, situado en el 1er piso, cerca de los principales accesos de la ciudad de Lisboa: Plaza de España, A5, A2. Junto a esta propiedad puede encontrar varios comercios y servicios y la parada de autobús. Esta propiedad en Campolide, con una ubicación privilegiada junto a las Amoreiras y el Liceo Francés, fue remodelada en 2007 por lo que se encuentra en buen estado de conservación. Destacamos el salón y la cocina que dan acceso a una terraza privada de 40m2, una gran ventaja para la convivencia y los momentos de ocio. Para más información o para programar su visita, contáctenos.",False,good,False,False,,,5270.0,{'typology': 'flat'},"{'subtitle': 'Campolide, Lisboa', 'title': 'Piso en rua Arco do Carvalhão'}",False,False,False,True,,False,False,1,
33306458,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/b7/60/00/239914101.jpg,ZMPT565918,20,400000.0,{'price': {'amount': 400000.0}},flat,sale,88.0,2,1,"rua Correia Teles, 37",Lisboa,Campo de Ourique,Centro,pt,38.7191803,-9.1662461,True,https://www.idealista.pt/imovel/33306458/,,False,good,False,False,,,4545.0,{'typology': 'flat'},"{'subtitle': 'Campo de Ourique, Lisboa', 'title': 'Piso en rua Correia Teles, 37'}",False,False,False,False,,False,False,bj,
