propertyCode,thumbnail,externalReference,numPhotos,floor,price,priceInfo,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,parkingSpace,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,topNewDevelopment,topPlus,highlight,neighborhood,newDevelopmentFinished
33405780,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/01/03/84/244277992.jpg,1208-4660,50,3,269000.0,{'price': {'amount': 269000.0}},flat,sale,62.0,2,2,"rua do Dondo, 418",Lisboa,Olivais,,pt,38.760181,-9.111025,True,https://www.idealista.pt/imovel/33405780/,,False,good,False,,,4339.0,{'typology': 'flat'},"{'subtitle': 'Olivais, Lisboa', 'title': 'Piso en rua do Dondo, 418'}",False,False,False,False,False,False,,,
33405777,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/e0/55/99/244277801.jpg,1208-4867,17,,1250000.0,{'price': {'amount': 1250000.0}},flat,sale,214.0,4,4,Campo de Santana - Santa Marta,Lisboa,Santo António,Campo de Santana - Santa Marta,pt,38.7214473,-9.1449028,False,https://www.idealista.pt/imovel/33405777/,,False,good,False,,,5841.0,{'typology': 'flat'},"{'subtitle': 'Santo António, Lisboa', 'title': 'Piso'}",True,False,False,False,False,False,,,
33405774,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/97/70/82/244277669.jpg,1208-4785,17,4,260000.0,{'price': {'amount': 260000.0}},studio,sale,36.0,0,1,Rato - Amoreiras,Lisboa,Santo António,Rato - Amoreiras,pt,38.7206735,-9.1497391,False,https://www.idealista.pt/imovel/33405774/,"¿Me gustará el sitio? ¡Seguro que sí! Ubicado en una de las principales zonas financieras y comerciales de la ciudad de Lisboa, a 4 minutos a pie de la Avenida de Liberdade, donde encontrarás tiendas de marcas de lujo, restaurantes, teatros.. . ¿En serio? Quiero saber más Apartamento estudio de 35 m2, amueblado y con acabados de lujo. Ubicado en el Altis Prime, hotel de 4 estrellas de apartamentos de lujo en Lisboa, de diseño actual. Necesito saber más para decidirme El apartamento está gestionado por el grupo Altis Hotel, cuyo rendimiento global es de aproximadamente 3. El hotel dispone de recepción, servicio de lavandería y limpieza en seco, un solárium con jacuzzi en la última planta, salas con capacidad de 8 a 750 personas, garaje privado (aparcamiento de pago) y Lounge Café. El propietario también puede utilizar el apartamento hasta 6 meses al año. ¡Perfecto! ¿Algo más? La afectación de este apartamento es servicios. Características: Características exteriores: piscina exterior; Terraza/cubierta; Puerta blindada; Planta alta; Características interiores: amueblado; Baño en suite; Armarios empotrados; Características generales: reformado; Portero; Otros equipamientos: servicio de internet; Lavavajillas; Nevera; Microondas; Vistas: vistas a la ciudad; Otras características: acceso adecuado para personas con movilidad reducida; Ascensor.",False,good,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",7222.0,"{'typology': 'flat', 'subTypology': 'studio'}","{'subtitle': 'Santo António, Lisboa', 'title': 'T0'}",True,False,False,False,False,False,,,
33405759,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/3e/2f/51/244277584.jpg,1208-4967,14,3,850000.0,{'price': {'amount': 850000.0}},flat,sale,124.0,3,2,São Vicente de Fora,Lisboa,São Vicente,São Vicente de Fora,pt,38.7181027,-9.1286565,False,https://www.idealista.pt/imovel/33405759/,,False,good,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",6855.0,{'typology': 'flat'},"{'subtitle': 'São Vicente, Lisboa', 'title': 'Piso'}",True,False,False,False,False,False,,,
33405757,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/7c/d4/12/244277539.jpg,1208-4966,14,3,925000.0,{'price': {'amount': 925000.0}},flat,sale,134.0,2,2,São Vicente de Fora,Lisboa,São Vicente,São Vicente de Fora,pt,38.7153543,-9.1278568,False,https://www.idealista.pt/imovel/33405757/,"¿Dónde se encuentra el proyecto? Ubicado en el corazón de Lisboa, en el barrio de São Vicente, este magnífico apartamento le permitirá vivir la verdadera esencia de la ciudad lisboeta. ¿Qué encuentro al salir de casa? A pocos minutos de casa se encuentran los miradores más fascinantes con las vistas más deslumbrantes de la ciudad. En este típico barrio lisboeta también se experimentan los mejores cafés y deliciosos postres tradicionales que sobreviven al paso de los años, así como tiendas y boutiques locales. La demanda del barrio ha ido aumentando a lo largo de los años, ya que la combinación entre la vida cosmopolita y la tranquilidad que transmiten los jardines, miradores y la proximidad al río ¡no pasa desapercibida para nadie! ¡Increíble! ¿Y sobre el apartamento? Este es uno de los apartamentos que forman parte del nuevo proyecto que comenzará a tomar forma a principios de mayo de 2024 y que aspira a estar finalizado en noviembre de 2025. En este proyecto puede esperar un lugar acogedor, donde podrá construir buenos recuerdos con todo a su disposición, estos apartamentos cuentan con cocina equipada; ascensor; garaje; aire acondicionado; puerta blindada; video portero; cocina americana; armario empotrado; electrodomésticos y aún puede disfrutar del fascinante amanecer y atardecer mientras aprecia la vista al río. Todos los apartamentos cuentan con materiales de alta calidad y diseños optimizados para brindar el mayor confort a quienes los habitan. ¡Me convencieron! ¿Cómo puedo visitar este apartamento? Todavía está en construcción, pero es posible visitar el lugar y ver los alrededores y hablar en detalle sobre la planta del inmueble y sobre el apartamento. ¡Contáctenos para saber más! Características: Características Exteriores - Puerta blindada; Video Portero; Características Interiores - Cocina americana; Electrodomésticos empotrados; Baño en suite; Características Generales - Primer Propietario; Vistas - Vista al mar; Otras características - Garaje; Cocina equipada; Ascensor; Aire acondicionado.",False,good,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",6903.0,{'typology': 'flat'},"{'subtitle': 'São Vicente, Lisboa', 'title': 'Piso'}",True,False,False,False,False,False,,,
33405752,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/4c/b3/fc/244277367.jpg,1208-4908,15,5,1020000.0,{'price': {'amount': 1020000.0}},flat,sale,161.0,2,3,Baixa,Lisboa,Santa Maria Maior,Baixa,pt,38.7090793,-9.1331982,False,https://www.idealista.pt/imovel/33405752/,,False,good,False,True,,6335.0,{'typology': 'flat'},"{'subtitle': 'Santa Maria Maior, Lisboa', 'title': 'Piso'}",False,False,False,False,False,False,,,
33405750,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/94/cd/da/244277287.jpg,1208-4896,16,1,510000.0,{'price': {'amount': 510000.0}},flat,sale,48.0,1,1,Baixa,Lisboa,Santa Maria Maior,Baixa,pt,38.7057363,-9.134989,False,https://www.idealista.pt/imovel/33405750/,,False,good,False,,,10625.0,{'typology': 'flat'},"{'subtitle': 'Santa Maria Maior, Lisboa', 'title': 'Piso'}",False,False,False,False,False,False,,,
33405742,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/96/d6/ae/244277008.jpg,1208-4920,12,2,608000.0,{'price': {'amount': 608000.0}},flat,sale,67.0,1,1,Santos-o-Velho - Madragoa,Lisboa,Estrela,Santos-o-Velho - Madragoa,pt,38.7062159,-9.1552711,False,https://www.idealista.pt/imovel/33405742/,,False,good,False,,,9075.0,{'typology': 'flat'},"{'subtitle': 'Estrela, Lisboa', 'title': 'Piso'}",False,False,False,False,False,False,,,
33405741,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/27/a7/26/244276942.jpg,1208-4887,15,2,1220000.0,{'price': {'amount': 1220000.0}},flat,sale,108.0,2,3,Baixa,Lisboa,Santa Maria Maior,Baixa,pt,38.7058529,-9.1360863,False,https://www.idealista.pt/imovel/33405741/,,False,good,False,,,11296.0,{'typology': 'flat'},"{'subtitle': 'Santa Maria Maior, Lisboa', 'title': 'Piso'}",False,False,False,False,False,False,,,
33405735,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/aa/ea/a4/244276895.jpg,1208-4885,16,2,1864000.0,{'price': {'amount': 1864000.0}},flat,sale,149.0,3,4,Alfama - Sé,Lisboa,Santa Maria Maior,Alfama - Sé,pt,38.7123519,-9.1279397,False,https://www.idealista.pt/imovel/33405735/,,False,good,False,,,12510.0,{'typology': 'flat'},"{'subtitle': 'Santa Maria Maior, Lisboa', 'title': 'Piso'}",False,False,False,False,False,False,,,
33405732,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/53/6a/73/244276772.jpg,1208-4919,11,2,561000.0,{'price': {'amount': 561000.0}},flat,sale,66.0,1,1,Santos-o-Velho - Madragoa,Lisboa,Estrela,Santos-o-Velho - Madragoa,pt,38.7061152,-9.1532195,False,https://www.idealista.pt/imovel/33405732/,,False,good,False,,,8500.0,{'typology': 'flat'},"{'subtitle': 'Estrela, Lisboa', 'title': 'Piso'}",False,False,False,False,False,False,,,
33405728,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/b3/be/23/244276573.jpg,1208-4842,47,6,990000.0,{'price': {'amount': 990000.0}},penthouse,sale,187.0,3,3,rua de Campolide,Lisboa,Campolide,Nova Campolide,pt,38.7345187,-9.1634423,False,https://www.idealista.pt/imovel/33405728/,"**** Oferta de la Escritura ****Desarrollado a lo largo de toda la 6ª planta, este apartamento de 4 Habitaciones ocupa el último piso de este nuevo emprendimiento en Lisboa.El INN Campolide, nace junto a la Av. José Malhoa y se encuentra a 2 min a pie de la estación ferroviaria de Sete Rios y de la terminal de Autobuses. Es un edificio de construcción moderna de alta calidad, antisísmica, con eficiencia energética así como, aislamiento térmico y acústico. Proyectado de forma a proporcionarle el máximo confort a usted y a su Familia.En esta cubierta de 167m2, podrá disfrutar de varios espacios exteriores comunicantes con todas las divisiones interiores del apartamento, permitiendo la creación de espacios distintos de ocio. Con óptima exposición solar, consiga divisar desde sus balcones, aquel que se conoce por Pulmón de la Ciudad, la Mata do Monsanto.Equipado con materiales elegantes, neutros y de alta calidad, tales como, suelo en multicapas de roble sobre aglomerado de corcho, muebles de cocina lacados blancos, con encimera de granito pulido. Baños con armarios lacados, encimeras en silestone, lozas sanitarias suspendidas de marca Roca y grifería Grohe.Cocina totalmente equipada Bosch con placa vitrocerámica, horno, campana extractora, frigorífico side by side, lavadora, lavavajillas y termoacumulador. Con bastante espacio de almacenaje este apartamento posibilita el aprovechamiento de varios espacios dentro del inmueble, concretamente, en la prolongación del salón hacia la zona privada de las habitaciones, la posibilidad de crear una zona de despacho/biblioteca con acceso a una terraza más simpática.Todas las habitaciones tienen armario empotrado, una de ellas en vestidor y otra en suite. Además del cuarto de baño privado tenemos aún más 2 cuartos de baño, uno de ellos de apoyo a la zona social de la casa.Áreas interiores:Salón - 36,62m2Cocina - 14,39m2 + Despensa 2,81m2Habitación 1 - 14,40m2Habitación 2 - 14,59m2Suite - 20,76m2 + WC 5.35m2Despacho/Biblioteca - 10,14m2Áreas Exteriores:Balcones/terrazas - 20,38m23 plazas de aparcamiento y un trastero 6,44m2El INN Campolide, con una localización céntrica, permite beneficiarse de lo mejor de nuestra capital, a pie, en bicicleta o incluso en patinete. Con todo tipo de transportes a su puerta, su nueva casa se encuentra a escasos minutos de:Estación de Trenes y metro de Sete Rios (línea azul)Estación de Trenes de CampolideEje Norte SurA2 El Cort InglésJardín ZoológicoJardín Amnistía InternacionalMezquita Central de LisboaInstituto Portugués de Oncología Terminal Rodoviario de Sete RiosHoteles Corinthia, Mercure, Sana, Ibis Teatro de la ComunaSede Santander TottaFundación Calouste Gulbenkian  INN Campolide - ¡La Centralidad que nos Une!LU 390 / UT-CML / 2023 emitida por la CM Lisboa.¡Agende ya su visita!NOTA: Compartimos con todas las mediadoras del mercado de forma win-win, sobre el modelo de 50%/50%.Gracias. Características: Características Exteriores - Terraza/Cubierta; Planta Alta;  Características Interiores - Hall de entrada; Suelo Radiante; Baño de la Suite; Armarios Empotrados;  Otras características - Garaje; Balcón; Garaje para 2 Coches; Trastero; Suite; Ascensor;.",True,good,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",5294.0,"{'typology': 'flat', 'subTypology': 'penthouse'}","{'subtitle': 'Campolide, Lisboa', 'title': 'Ático en rua de Campolide'}",True,False,False,False,False,False,,,
33405727,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/b8/75/dd/244276492.jpg,1208-4918,11,2,721000.0,{'price': {'amount': 721000.0}},flat,sale,89.0,1,2,Santos-o-Velho - Madragoa,Lisboa,Estrela,Santos-o-Velho - Madragoa,pt,38.7080729,-9.1528861,False,https://www.idealista.pt/imovel/33405727/,,False,good,False,,,8101.0,{'typology': 'flat'},"{'subtitle': 'Estrela, Lisboa', 'title': 'Piso'}",False,False,False,False,False,False,,,
33405714,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/08/81/3a/244276215.jpg,1208-4917,11,2,654000.0,{'price': {'amount': 654000.0}},flat,sale,68.0,1,2,Santos-o-Velho - Madragoa,Lisboa,Estrela,Santos-o-Velho - Madragoa,pt,38.7063513,-9.1528248,False,https://www.idealista.pt/imovel/33405714/,,False,good,False,,,9618.0,{'typology': 'flat'},"{'subtitle': 'Estrela, Lisboa', 'title': 'Piso'}",False,False,False,False,False,False,,,
33405707,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/0f/9f/7a/244275967.jpg,1208-4915,11,1,573500.0,{'price': {'amount': 573500.0}},flat,sale,78.0,1,2,Santos-o-Velho - Madragoa,Lisboa,Estrela,Santos-o-Velho - Madragoa,pt,38.7080584,-9.1528138,False,https://www.idealista.pt/imovel/33405707/,"¿Cómo es vivir en Santos? El barrio de Santos, ubicado entre el aristocrático barrio de Lapa y la conocida Avenida 24 de Julho, donde se encuentra el Time Out Market, es uno de los barrios más populares y auténticos de Lisboa. En Santos, lo viejo y lo nuevo se fusionan a la perfección, lo que hace que este barrio tenga un carácter único, casi como si tuviera personalidad. Aquí podrá encontrar desde galerías de arte, boutiques de diseñadores portugueses, pero también las típicas tascas y pastelerías portuguesas. Al pasear por este barrio encontrará maravillosas calles, decoradas con los típicos azulejos y calzada portuguesa, edificios antiguos que aluden elegancia y grandeza. Aquí, sitios de interés como el Time Out Market, Elevador da Bica, Cais do Sodré, la Rua cor de rosa, Terreiro do Paço y el Jardim da Estrela están a solo un paseo de distancia. La expansión del metro de Lisboa promete una nueva estación de Santos que permitirá que tenga fácil acceso a toda la ciudad en un futuro próximo. Esto es más que una casa para quedarse, es una experiencia a la que llamamos Ando. ¡Fantástico! Cuéntame más sobre el edificio Santos Townhouse... El edificio Ando Santos se remonta históricamente a 1648 cuando el rey de Portugal D. João IV decreta la construcción de un convento para acoger una orden de frailes capuchinos que llegara de Francia. El incendio de 1837 redujo el edificio a cenizas, habiendo sido de este modo decretada la construcción de un nuevo edificio en el lugar por el José António da Luz Robim. Es en este edificio que nace el Ando Santos, con 6 pisos y 35 apartamentos T1 y T2. Clasificado como Patrimonio de Interés Municipal, la autenticidad del edificio se mantiene a través de las ventanas amplias, balcones lisboetas y una fachada adornada de azulejos. Sin embargo, se hacen modernizaciones a nivel de construcción antisísmica, reducción de ruido, aislamiento y eficiencia energética. ¿Qué hay de especial y diferente en el Ando Santos Townhouse? Armoniosamente pensado en simultáneo con el proyecto de rehabilitación, también el interior de este apartamento mereció la debida atención y cuidado en su decoración. Ando Living Interior Design Department está detrás de este proyecto de decoración de interiores que trabaja de modo a transformar los espacios de modo sublime, manteniendo la personalidad del proyecto Ando Living. Este departamento es conocido por crear proyectos que causan un impacto duradero, que incorporan materiales de alta calidad, mobiliario y equipos de primera línea para tornar los apartamentos con servicios absolutamente excepcionales. El apartamento está totalmente equipado con cocina, una suite con vestíbulo, un aseo social y una área de estar. Se beneficiará también de una amplia gama de servicios como un gimnasio, una piscina en la azotea, áreas comunes donde podrá trabajar, un restaurante, bar y una cafetería. Destinto por sus amplias áreas, acabados lujosos y un diseño minimalista este apartamento creado pensando en el estilo de vida del nómada contemporáneo busca traer para el lifestyle de quien en él habita, no solo todo el confort y comodidad, como la posibilidad de experimentar el alma de la ciudad, incluso sin salir del interior del club, una vez que además de todo el interior del apartamento es posible aún disfrutar de todas las comodidades Ando Living. Quien vive en el Ando Living Santos tendrá a su disposición una vasta gama de servicios y espacios que harán su vivencia aún más especial y auténtica. Aquí podrá conciliar fácilmente su espacio residencial con las restantes instalaciones Ando e integrar sus días de trabajo y momentos de ocio en una comunidad y ambiente que le disponibiliza una piscina infinita y concept store. En el Ando Living Santos habitar, trabajar o relajarse será una experiencia única. ¿Qué significa formar parte del Club Ando Living? El Ando Living es un concepto imaginado y diseñado para l",False,good,False,,,7353.0,{'typology': 'flat'},"{'subtitle': 'Estrela, Lisboa', 'title': 'Piso'}",False,False,False,False,False,False,,,
33405705,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/b0/f2/1b/244275843.jpg,1208-4949,19,1,810000.0,{'price': {'amount': 810000.0}},flat,sale,128.0,3,2,largo Santa Bárbara,Lisboa,Arroios,Anjos,pt,38.7253145,-9.1346261,False,https://www.idealista.pt/imovel/33405705/,,False,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",6328.0,{'typology': 'flat'},"{'subtitle': 'Arroios, Lisboa', 'title': 'Piso en largo Santa Bárbara'}",True,False,False,False,False,False,,,
33405669,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/5e/88/36/244275785.jpg,1208-4954,28,1,880000.0,{'price': {'amount': 880000.0}},flat,sale,233.0,5,4,Alto dos Moinhos,Lisboa,São Domingos de Benfica,Alto dos Moinhos,pt,38.7500314,-9.1796626,False,https://www.idealista.pt/imovel/33405669/,,False,good,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",3777.0,{'typology': 'flat'},"{'subtitle': 'São Domingos de Benfica, Lisboa', 'title': 'Piso'}",True,False,False,False,False,False,,,
33405703,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/ae/13/6b/244275675.jpg,2226-2318,40,2,1000000.0,{'price': {'amount': 1000000.0}},flat,sale,245.0,4,3,Expo Sul,Lisboa,Parque das Nações,Expo Sul,pt,38.7553532,-9.0938389,False,https://www.idealista.pt/imovel/33405703/,"Departamento de 4 dormitorios con buenas áreas y excelentes acabados en líneas contemporáneas ubicado junto a la Marina Parque das Nações. Área bruta privada: 188,40 m2 Área bruta dependiente: 56,11 m2 La propiedad única consta de: Salón con 47,36 m2 y balcón con 6,50 m2; Cocina con 12,78 m2; Suite de 19,10 m2 con baño de 4,48 m2 y armario de 3,82 m2; 1 Dormitorio 16,35 m2; 1 Dormitorio 14,70m2; 1 Dormitorio/Oficina 15,27 m2; 2 Baños, uno de 4,64 m2 y otro de 3,06 m2. Consta de las siguientes características: Cocina equipada con encimera de gas, horno, campana extractora, microondas, frigorífico, lavavajillas, lavadora y secadora; Lavandería y aseo; Despensa; Aire condicionado; Calefacción; vacío central; Ascensor; Aparcamiento (3 vehículos); Recopilación. Ubicación privilegiada, cerca del centro de Lisboa a orillas del río Tajo, con todo tipo de comercio y servicios cerca. Podemos considerar la zona como bastante cultural ya que podemos encontrar el Pabellón del Conocimiento, el Oceanario, el Altice Arena, el Centro Comercial Vasco da Gama, Restaurantes, Jardines, Centro de Salud/Hospital y Escuelas. Zona de rápido acceso a la ciudad de Lisboa, Aeropuerto y otras localidades. Cerca de Estação Oriente con diversos transportes públicos, ya sea tren, metro y otros. Vivir en el Parque das Nações representa una calidad de vida única, muy cerca del río Tajo. ¡No te pierdas este apartamento distintivo! Características: Características exteriores: estacionamiento; Puerta blindada; Videoportero; Características interiores - Hall de entrada; Cocina pequeña; Baño completo; Lavadero; Características Generales - Despensa; Portón eléctrico; Otros equipos - Calefacción central; Vistas - Vista de la ciudad; Otras características - Garaje; Balcón; Recopilación; Suite; Ascensor; Aire condicionado;.",False,good,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",4082.0,{'typology': 'flat'},"{'subtitle': 'Parque das Nações, Lisboa', 'title': 'Piso'}",True,False,False,False,False,False,,,
33405702,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/63/93/fd/244275663.jpg,1208-4948,17,2,650000.0,{'price': {'amount': 650000.0}},flat,sale,92.0,2,2,largo Santa Bárbara,Lisboa,Arroios,Anjos,pt,38.7282598,-9.1354119,False,https://www.idealista.pt/imovel/33405702/,,True,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",7065.0,{'typology': 'flat'},"{'subtitle': 'Arroios, Lisboa', 'title': 'Piso en largo Santa Bárbara'}",True,False,False,False,False,False,{'groupDescription': 'Top'},,
33405700,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/a2/46/32/244275509.jpg,1208-5089,30,,399000.0,{'price': {'amount': 399000.0}},flat,sale,120.0,3,3,Santa Clara,Lisboa,Santa Clara,,pt,38.7842767,-9.1580404,False,https://www.idealista.pt/imovel/33405700/,"Apartamento de 3 habitaciones ubicado en Santa Clara junto a la estación de metro de Ameixoeira. Magnífico apartamento de 4 habitaciones ubicado en la planta baja de un edificio con 2 ascensores. Excelente apartamento de 3 habitaciones con áreas bastante generosas, edificio con 2 ascensores, estacionamiento para 1 vehículo, trastero y con una ubicación privilegiada. (estacionamiento excluido del SCE, al del n.º 2 del artículo 18.º del Decreto-Ley n.º 101-D/2020, de 7 de diciembre). El apartamento con puerta blindada se beneficia de una excelente luminosidad y está compuesto por 3 habitaciones, todas ellas con armarios empotrados, una de las habitaciones es suite en la que el baño tiene ventana de PVC con doble acristalamiento con persianas eléctricas con mando wifi y voz, como todas las demás ventanas del apartamento, hall/pasillo para acceder a las habitaciones, baño social con 2 lavabos y bañera, amplio salón con zona de estar y comedor, cocina totalmente equipada con electrodomésticos Ariston y LG (cocina, horno, microondas, campana extractora, lavavajillas, lavadora y calentador). El apartamento está situado en una zona tranquila y silenciosa con excelentes accesos por carretera (a 200 metros del Eje Norte-Sur, a 300 metros de la CRIL/IC17), transporte público, metro de Ameixoeira (a 3 minutos a pie), autobuses en la puerta ya 10 minutos del aeropuerto. Junto al edificio hay un supermercado SPAR, lo que lo hace bastante cómodo para las necesidades del día a día. En cuanto a zonas de ocio, tenemos el Parque Oeste que dista a 350 metros por el acceso peatonal, el Jardín Quinta de Santa Clara a 200 metros, el Parque infantil a 50 metros. ¡Enamórate de un estilo de vida singular! Porque hay oportunidades únicas en la vida, concierta una visita y ven a conocer tu nueva casa. Todo el envío pre y post escritura sin costes adicionales por el servicio. Intermediario de Crédito Vinculado. Mutuantes: ""NOVO BANCO, SA; BANCO BPI, SA; BANCO SANTANDER TOTTA, SA; BANKINTER; CAIXA GERAL DE DEPÓSITOS, SA; UNION DE CRÉDITOS INMOBILIARIOS, SA; Euro BIC; Banco CTT. Servicios de Intermediación de Crédito. ELEGIR TRABAJAR CON KELLER WILLIAMS, SIGNIFICA: Optar eficientemente por la Red de Asesores Inmobiliarios del mercado, operación más eficiente de compra de su asesoramiento y propiedad. Sea cual sea el valor de su inversión, siempre tendrá la certeza de que su nuevo inmueble no es una parte de lo que hace, es todo lo que hace. ¡No pierda esta oportunidad! Llámame hoy mismo. ¿Le gustó la presentación de esta propiedad? Podemos hacer lo mismo por la suya. ¡Contáctenos! En KW Portugal, entendemos compartir como una forma de mejor servicio al cliente por si es profesional del sector y tiene un cliente comprador calificado, ¡contáctenos y agende una visita! **Llamada a la Red Móvil Nacional (coste igual al de una llamada realizada a la red móvil nacional, según su tarifa). Características: Características Exteriores - Estacionamiento; Puerta blindada; Video Portero; Características Interiores - Hall de entrada; Electrodomésticos empotrados; Baño de la Suite; Armarios empotrados; Orientación - Este; Oeste; Otros Equipamientos - Gas canalizado; Alarma de seguridad; Lavavajillas; Microondas; Lavadora; Otras características - Garaje; Cocina Equipada; Trastero; Suite; Ascensor.",False,good,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",3325.0,{'typology': 'flat'},"{'subtitle': 'Santa Clara, Lisboa', 'title': 'Piso'}",False,False,False,False,False,False,,,
33405696,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/5a/ab/1e/244275322.jpg,2226-2464,40,1,375000.0,"{'price': {'amount': 375000.0, 'priceDropInfo': {'formerPrice': 390000.0, 'priceDropValue': 15000, 'priceDropPercentage': 4}}}",flat,sale,95.0,2,2,travessa do Terreiro a Santa Catarina s/n,Lisboa,Misericórdia,Santa Catarina,pt,38.710178,-9.1494676,True,https://www.idealista.pt/imovel/33405696/,"Encantador apartamento de 2 dormitorios completamente reformado con balcón y excelente exposición al sol. Siendo una excelente inversión con una rentabilidad estimada del 10% anual, contando con licencia de Alojamiento Local. Ubicado en el primer piso sin ascensor de un edificio en buen estado de cuatro unidades en Santa Catarina en la parroquia de Misericordia en Lisboa, el apartamento consta de: - Salón Open Space con cocina totalmente equipada; - Suite; - Habitación; - Cuarto de baño; - Balcón; - Despensa; Esta propiedad está ubicada en el barrio histórico de Santa Catarina, cerca del Bairro Alto, Chiado, Belém y el río Tajo. Al estar ubicado aún cerca de lugares de Ocio y Culturales Dispone de todo tipo de servicios cercanos como Supermercados, Transporte público, Gimnasio, Centro de Salud, Hospitales, Grandes Colegios, Universidades y Farmacia. Al ser una propiedad única en el centro de Lisboa, es una excelente opción para vivienda o inversión. ¡Programe su visita ahora! Características: Características interiores - Hall de entrada; Electrodomésticos integrados; Baño completo; Armarios; Características Generales - Restaurado; Despensa; Otros equipos - Tanque de agua; Lavavajillas; Refrigerador; Lavadora; Vistas - Vista de la ciudad; Otras características - Balcón; Cocina equipada; Suite; Aire condicionado;.",False,good,False,,,3947.0,{'typology': 'flat'},"{'subtitle': 'Misericórdia, Lisboa', 'title': 'Piso en travessa do Terreiro a Santa Catarina s/n'}",False,False,False,False,False,False,,,
33405695,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/c3/8d/3b/244275317.jpg,1208-4905,18,4,1538000.0,{'price': {'amount': 1538000.0}},flat,sale,134.0,3,3,Baixa,Lisboa,Santa Maria Maior,Baixa,pt,38.7074869,-9.1358847,False,https://www.idealista.pt/imovel/33405695/,,False,good,False,,,11478.0,{'typology': 'flat'},"{'subtitle': 'Santa Maria Maior, Lisboa', 'title': 'Piso'}",False,False,False,False,False,False,,,
33405691,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/1f/de/84/244275030.jpg,1208-4898,16,2,1510000.0,{'price': {'amount': 1510000.0}},flat,sale,134.0,3,3,Baixa,Lisboa,Santa Maria Maior,Baixa,pt,38.709108,-9.1325048,False,https://www.idealista.pt/imovel/33405691/,,False,good,False,,,11269.0,{'typology': 'flat'},"{'subtitle': 'Santa Maria Maior, Lisboa', 'title': 'Piso'}",False,False,False,False,False,False,,,
33405664,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/bf/e8/fc/244274754.jpg,1208-4891,15,1,1121000.0,{'price': {'amount': 1121000.0}},flat,sale,117.0,2,3,Baixa,Lisboa,Santa Maria Maior,Baixa,pt,38.7065209,-9.1360148,False,https://www.idealista.pt/imovel/33405664/,,False,good,False,,,9581.0,{'typology': 'flat'},"{'subtitle': 'Santa Maria Maior, Lisboa', 'title': 'Piso'}",False,False,False,False,False,False,,,
