propertyCode,thumbnail,externalReference,numPhotos,floor,price,priceInfo,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,hasVideo,status,newDevelopment,hasLift,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,topNewDevelopment,topPlus,parkingSpace,description,highlight,neighborhood,newDevelopmentFinished
33378210,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/56/1d/e1/242695328.jpg,APT1073.102C.FMC,24,2,650000.0,"{'price': {'amount': 650000.0, 'priceDropInfo': {'formerPrice': 810000.0, 'priceDropValue': 160000, 'priceDropPercentage': 20}}}",flat,sale,88.0,2,2,Alameda - Praça do Chile - Almirante Reis,Lisboa,Arroios,São Jorge de Arroios,pt,38.7262607,-9.1354427,False,https://www.idealista.pt/imovel/33378210/,False,good,False,True,7386.0,{'typology': 'flat'},"{'subtitle': 'Alameda - Praça do Chile - Almirante Reis, Lisboa', 'title': 'Piso'}",True,False,False,False,False,False,,,,Alameda - Praça do Chile - Almirante Reis,
33378125,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/f3/37/0a/242868156.jpg,PP174774,14,,4500000.0,{'price': {'amount': 4500000.0}},flat,sale,341.0,4,5,Saldanha - Picoas,Lisboa,Arroios,São Jorge de Arroios,pt,38.73173,-9.1456355,False,https://www.idealista.pt/imovel/33378125/,False,good,False,,13196.0,{'typology': 'flat'},"{'subtitle': 'Saldanha - Picoas, Lisboa', 'title': 'Piso'}",False,False,False,False,False,False,,"Amplio apartamento de cinco habitaciones situado en la prestigiosa zona de Saldanha. Materiales nobles y acabados de alta gama se equilibran con lujo y elegancia. Con una perfecta exposición al sol, techos altos, materiales nobles y acabados de alta gama, este apartamento es un equilibrio perfecto entre lujo y elegancia mezclado con la historia de Lisboa. El edificio mantiene su alma original y ofrece las comodidades que necesita un estilo de vida moderno. Cuatro plazas de aparcamiento y dos trasteros facilitan la vida familiar o una casa llena de invitados y vida social. Duke Residences es un proyecto único y exclusivo en Lisboa, una inversión segura en la capital de Portugal. Reserve su visita privada y estaremos encantados de guiarle.",,Saldanha - Picoas,
33378124,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/5b/1c/9d/242671847.jpg,ORIAPRO3382,31,12,3400000.0,{'price': {'amount': 3400000.0}},flat,sale,244.0,4,2,Praça Príncipe Perfeito,Lisboa,Parque das Nações,Expo Central,pt,38.7633714,-9.0968398,False,https://www.idealista.pt/imovel/33378124/,True,good,False,True,13934.0,{'typology': 'flat'},"{'subtitle': 'Parque das Nações, Lisboa', 'title': 'Piso en Praça Príncipe Perfeito'}",True,False,False,False,False,False,,,,,
33378123,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/b0/5f/94/242671791.jpg,ORIAPRO3383,25,14,1900000.0,{'price': {'amount': 1900000.0}},flat,sale,137.0,3,2,Praça Príncipe Perfeito,Lisboa,Parque das Nações,Expo Central,pt,38.7634646,-9.0994563,False,https://www.idealista.pt/imovel/33378123/,True,good,False,True,13869.0,{'typology': 'flat'},"{'subtitle': 'Parque das Nações, Lisboa', 'title': 'Piso en Praça Príncipe Perfeito'}",True,False,False,False,False,False,,,,,
33377781,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/ec/74/05/242659878.jpg,2203-2208,24,2,694000.0,{'price': {'amount': 694000.0}},flat,sale,203.0,5,3,avenida Columbano Bordalo Pinheiro,Lisboa,Campolide,Praça de Espanha - Sete Rios,pt,38.7398918,-9.1644574,False,https://www.idealista.pt/imovel/33377781/,True,renew,False,True,3419.0,{'typology': 'flat'},"{'subtitle': 'Campolide, Lisboa', 'title': 'Piso en avenida Columbano Bordalo Pinheiro'}",False,False,False,False,False,False,,"Ubicado en una de las zonas más prestigiosas y prósperas de Lisboa, en la Av. Columbano Bordalo Pinheiro, este apartamento de 5 dormitorios para reformar podría ser el apartamento que está buscando. Actualmente cuenta con 6 habitaciones, salón, 5 dormitorios, 2 baños y un amplio balcón a la avenida. Edificio de calidad a nivel de construcción con dos ascensores. Ubicación con todo tipo de servicios, comercios, colegios, universidades y accesos, no en vano estamos hablando del centro de la ciudad. Excelente red de transportes ferroviarios y por carretera. ¡Reserve ya su visita!",,,
33378095,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/26/17/51/244080140.jpg,2203-2208,24,2,694000.0,{'price': {'amount': 694000.0}},flat,sale,203.0,5,3,Praça de Espanha - Sete Rios,Lisboa,Campolide,Praça de Espanha - Sete Rios,pt,38.7373294,-9.1625053,False,https://www.idealista.pt/imovel/33378095/,False,good,False,,3419.0,{'typology': 'flat'},"{'subtitle': 'Campolide, Lisboa', 'title': 'Piso'}",False,False,False,False,False,False,,"Ubicado en una de las zonas más prestigiosas y prósperas de Lisboa, en la Av. Columbano Bordalo Pinheiro, este apartamento T5 para reformar podría ser el apartamento que buscas. Actualmente cuenta con 6 habitaciones, salón, 5 dormitorios, 2 baños. una gran terraza acristalada y balcón. Edificio de calidad constructiva con dos ascensores. Ubicación con todo tipo de servicios, comercio, colegios, universidades y accesos, si no habláramos del centro de la ciudad. Excelente red de transporte ferroviario y por carretera. Reservar ahora tu visita! Características: Características Generales - Para remodelación; Vistas - Vista de la ciudad; Otras características - Ascensor;.",,,
33377961,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/70/ac/5c/242668188.jpg,126501050-14,49,3,1280000.0,{'price': {'amount': 1280000.0}},flat,sale,210.0,4,3,rua de Santo António da Glória,Lisboa,Santo António,Praça da Alegria,pt,38.7181318,-9.1460878,False,https://www.idealista.pt/imovel/33377961/,True,good,False,False,6095.0,{'typology': 'flat'},"{'subtitle': 'Santo António, Lisboa', 'title': 'Piso en rua de Santo António da Glória'}",False,False,False,False,False,False,,,,,
33378017,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/de/a8/6a/242670443.jpg,A6 F21,68,5,875000.0,{'price': {'amount': 875000.0}},penthouse,sale,157.0,2,3,"rua do Beato, 34",Lisboa,Beato,,pt,38.7348931,-9.1049725,True,https://www.idealista.pt/empreendimento/33378017/,True,newdevelopment,True,True,5573.0,"{'typology': 'flat', 'subTypology': 'penthouse'}","{'subtitle': 'Beato, Lisboa', 'title': 'Ático en rua do Beato, 34'}",True,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,,,False
32978498,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/ff/07/35/242669647.jpg,109230326,25,13,1300000.0,"{'price': {'amount': 1300000.0, 'priceDropInfo': {'formerPrice': 1450000.0, 'priceDropValue': 150000, 'priceDropPercentage': 10}}}",penthouse,sale,266.0,5,4,São João de Brito,Lisboa,Alvalade,São João de Brito,pt,38.750463,-9.1394736,False,https://www.idealista.pt/imovel/32978498/,True,good,False,True,4887.0,"{'typology': 'flat', 'subTypology': 'penthouse'}","{'subtitle': 'Alvalade, Lisboa', 'title': 'Ático'}",True,False,False,False,False,False,,"Ático de 5 dormitorios con vistas panorámicas a la ciudad de Lisboa. Situado entre la Avenida de Roma y la Avenida de los Estados Unidos de América, este magnífico ático cuenta con amplias áreas interiores y exteriores. Compuesto por 5 dormitorios y 4 baños, esta propiedad tiene una cocina totalmente equipada con electrodomésticos SMEG, está equipada con aire acondicionado, persianas opacas en todas las habitaciones y carpintería nueva con doble acristalamiento y pantallas microperforadas. Inmueble único, completamente reformado por arquitecto de renombre, tiene una luz natural increíble y mucho espacio de almacenamiento. Inmueble con una superficie total de 266m2, en 202m2 de ABP y 64m2 de superficie dependiente, correspondiente a la superficie de terraza. Situado en una zona premium, dispone de todo tipo de accesos y comercios a menos de 1 minuto. Posibilidad de alquiler de plazas de aparcamiento a unos 3 minutos.",,,
33377988,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/38/8a/bc/242666443.jpg,APT_11279,15,3,349000.0,{'price': {'amount': 349000.0}},flat,sale,88.0,3,2,Centro,Lisboa,Lumiar,Centro,pt,38.768505,-9.1579913,False,https://www.idealista.pt/imovel/33377988/,False,good,False,,3966.0,{'typology': 'flat'},"{'subtitle': 'Lumiar, Lisboa', 'title': 'Piso'}",False,False,False,False,False,False,,,,,
33371505,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/d8/f7/d0/242324654.jpg,,10,1,140000.0,{'price': {'amount': 140000.0}},flat,sale,30.0,1,1,rua de São Pedro Mártir,Lisboa,Santa Maria Maior,Castelo - Mouraria,pt,38.7126912,-9.1369884,False,https://www.idealista.pt/imovel/33371505/,False,good,False,False,4667.0,{'typology': 'flat'},"{'subtitle': 'Santa Maria Maior, Lisboa', 'title': 'Piso en rua de São Pedro Mártir'}",False,False,False,False,False,False,,"Apartamento de 1 dormitorio, ubicado en el centro histórico de Lisboa. Una excelente oportunidad para vivir en el centro de la ciudad, con todas las comodidades a su alcance. Esta propiedad ofrece una excelente inversión para inversores, debido a su potencial y ubicación privilegiada. El apartamento está disponible para visitas de lunes a viernes y está situado en el 1er piso, sin ascensor.",,,
33377939,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/1d/9c/ea/244262596.jpg,1208-5646,47,,385000.0,{'price': {'amount': 385000.0}},flat,sale,85.0,4,2,Alto de São João - Alto do Varejão,Lisboa,Penha de França,Alto de São João - Alto do Varejão,pt,38.7216428,-9.1168649,False,https://www.idealista.pt/imovel/33377939/,False,good,False,,4529.0,{'typology': 'flat'},"{'subtitle': 'Penha de França, Lisboa', 'title': 'Piso'}",False,False,False,False,False,False,,,,,
33377871,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/4a/e3/d1/244247662.jpg,1207-2883,44,5,750000.0,{'price': {'amount': 750000.0}},flat,sale,175.0,2,2,Expo Sul,Lisboa,Parque das Nações,Expo Sul,pt,38.7593047,-9.0942299,False,https://www.idealista.pt/imovel/33377871/,False,good,False,True,4286.0,{'typology': 'flat'},"{'subtitle': 'Parque das Nações, Lisboa', 'title': 'Piso'}",False,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,,,
33377824,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/cc/b3/45/242660800.jpg,TAPT01-690_IdG,51,,4950000.0,{'price': {'amount': 4950000.0}},chalet,sale,510.0,7,4,Centro,Lisboa,Belém,Centro,pt,38.6984986,-9.2028502,False,https://www.idealista.pt/imovel/33377824/,False,good,False,,9706.0,{'typology': 'chalet'},"{'subtitle': 'Belém, Lisboa', 'title': 'Chalet'}",True,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,,,
33370319,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/12/c3/31/242287332.jpg,,27,6,1250000.0,{'price': {'amount': 1250000.0}},flat,sale,200.0,3,4,avenida da República,Lisboa,Avenidas Novas,Campo Pequeno,pt,38.7396556,-9.1455261,False,https://www.idealista.pt/imovel/33370319/,True,good,False,True,6250.0,{'typology': 'flat'},"{'subtitle': 'Avenidas Novas, Lisboa', 'title': 'Piso en avenida da República'}",True,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}","T3 +1 | 200m2 | 1 plaza de garaje | Avenida da Republica. Con una excelente ubicación, tenemos este apartamento bien dividido y equilibrado en áreas, con buenos materiales que mantienen el estilo de los años 70, fecha del edificio. Con una fracción por piso, se ingresa directamente del ascensor a un pequeño hall exclusivo de la fracción, preservando la seguridad. Compuesto por una sala triple de 50 m2 con comedor, toda ella en suelo de mármol negro, y parte en boiserie de roble. Suite con vestidor, 2 habitaciones con 2 baños de apoyo, seguidas de una marquesina que sirve de despacho. La cocina de 22m2 tiene de apoyo; una despensa, una zona de planchado y despensa seguida del cuarto de servicio con baño. Marquesina junto a la cocina donde se incluye una zona de lavadero o trastero. Se trata de un apartamento con exposición solar naciente/poniente, con mucho espacio de almacenamiento que necesita una remodelación. 2 ascensores (1 de servicio) Calefacción central. Aire acondicionado. Una plaza de garaje.",,,
33377724,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/64/38/a1/242659364.jpg,AP224,30,2,580000.0,{'price': {'amount': 580000.0}},flat,sale,160.0,3,2,"rua Fernando Lopes Graça, 10",Lisboa,Lumiar,Telheiras,pt,38.7698554,-9.1702833,True,https://www.idealista.pt/imovel/33377724/,False,good,False,True,3625.0,{'typology': 'flat'},"{'subtitle': 'Lumiar, Lisboa', 'title': 'Piso en rua Fernando Lopes Graça, 10'}",True,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,,,
33377738,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/6c/9b/e7/244212797.jpg,1217-3690,27,6,336066.0,{'price': {'amount': 336066.0}},studio,sale,35.0,0,1,Rato - Amoreiras,Lisboa,Santo António,Rato - Amoreiras,pt,38.7190736,-9.152537,False,https://www.idealista.pt/imovel/33377738/,False,good,False,True,9602.0,"{'typology': 'flat', 'subTypology': 'studio'}","{'subtitle': 'Santo António, Lisboa', 'title': 'T0'}",False,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}","Apartamento T0 (salón/cocina, dormitorio y baño), reformado y amueblado con mucho gusto en una excelente ubicación, a tiro de piedra de la Avenida da Liberdade y también del barrio Príncipe Real. Este apartamento turístico puede servir como inversión para rentabilidad diaria o. uso propio. Durante el tiempo que no sea para uso propio (familiar), se monetizará por día. Podrás utilizar todos los servicios de los apartamentos Altis Prime, con cafetería, servicio de hotel, recepción y también parking. El Altis El apartamento Prime está ubicado en una de las mejores zonas de la ciudad de Lisboa, con la Avenida da Liberdade a 200 metros (la avenida más emblemática de Lisboa) donde puedes encontrar todas las tiendas de marcas internacionales de lujo y los mejores restaurantes, aunque está ubicado en una zona tranquila y también a 300 metros del barrio Príncipe Real, una zona de moda de Lisboa, donde también hay tiendas, restaurantes y el jardín Príncipe Real con sus famosos quioscos. Esta ubicación también cuenta con varios transportes públicos (. metro incluido) y hay calles abiertas y con mucha luz. Compartimos 50/50 con todas las inmobiliarias con licencia AMI. Características: Características exteriores: comunidad cerrada; Estacionamiento; Videoportero; Piso superior; Características interiores - Hall de entrada; Amueblado; Cocina pequeña; Electrodomésticos integrados; Armarios; Características Generales - Restaurado; Conserje; Orientación - Este; Oeste; Otros equipos: servicio de Internet; Televisión por cable; Calefacción central; Sistema de seguridad; Alarma de seguridad; Refrigerador; Vistas - Vista de la ciudad; Otras características - Garaje; Ascensor; Aire condicionado;.",,,
33377726,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/d0/26/07/244212708.jpg,1217-3639,37,1,531000.0,{'price': {'amount': 531000.0}},flat,sale,63.0,1,1,Rato - Amoreiras,Lisboa,Santo António,Rato - Amoreiras,pt,38.7187974,-9.1517237,False,https://www.idealista.pt/imovel/33377726/,False,good,False,,8429.0,{'typology': 'flat'},"{'subtitle': 'Santo António, Lisboa', 'title': 'Piso'}",True,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}","Apartamento de 1 dormitorio (salón/cocina, dormitorio y baño), reformado y amueblado con mucho gusto en una excelente ubicación, a 200 metros de la Avenida da Liberdade y también del barrio Príncipe Real. Este apartamento turístico puede servir como inversión para rentabilidad diaria. o uso propio. Durante el tiempo que no sea para uso propio (familiar), se monetizará por día. Podrás utilizar todos los servicios de los apartamentos Altis Prime, con cafetería, servicio de hotel, recepción y también aparcamiento. El apartamento Altis Prime está situado en una de las mejores zonas de la ciudad de Lisboa, con la Avenida da Liberdade a 200 metros (la avenida más emblemática de Lisboa) donde se pueden encontrar todas las tiendas de marcas internacionales de lujo y los mejores restaurantes, aunque está Ubicado en una zona tranquila y también a 300 metros del barrio Príncipe Real, una zona de moda de Lisboa, donde también hay tiendas, restaurantes y el jardín Príncipe Real con sus famosos quioscos. Esta ubicación también cuenta con varios transportes públicos. (metro incluido) y hay calles abiertas con mucha luz. Compartimos 50/50 con todas las inmobiliarias con licencia AMI. Características: Características exteriores: comunidad cerrada; Estacionamiento; Características interiores - Hall de entrada; Amueblado; Cocina pequeña; Electrodomésticos integrados; Armarios; Características Generales - Restaurado; Orientación - Este; Oeste; Otros equipos: servicio de Internet; Televisión por cable; Calefacción central; Vistas: vista a la ciudad; Otras características - Garaje; Ascensor; Aire condicionado;.",,,
33377705,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/4a/25/c7/242658175.jpg,CD.11262.02.(A),26,1,235000.0,{'price': {'amount': 235000.0}},flat,sale,67.0,3,1,Laranjeiras,Lisboa,São Domingos de Benfica,Laranjeiras,pt,38.7480664,-9.1685694,False,https://www.idealista.pt/imovel/33377705/,False,renew,False,False,3507.0,{'typology': 'flat'},"{'subtitle': 'São Domingos de Benfica, Lisboa', 'title': 'Piso'}",False,False,False,False,False,False,,"Apartamento de Tipología T3, para remodelación total, en São Domingos de Benfica. Excelente oportunidad de inversión o vivienda propia, para renovar a su gusto, en el barrio de São Domingos de Benfica, en Lisboa. Con una ubicación Premium, a solo unos minutos a pie del Metropolitano do Alto dos Moinhos, Mercado de São Domingos de Benfica, Hospital da Cruz Vermelha, Jardim Zoológico, Complejo Deportivo del Benfica, así como de las más prestigiosas Universidades de Lisboa. Barrio familiar, residencial y con varios puntos de comercio y servicios. Comercio tradicional, tiendas de diseño y mobiliario, cafés y restaurantes, zona céntrica, buenos accesos a transportes públicos, Autobuses, Metro. Nota: Las obras de la fachada y del interior del edificio serán realizadas por el propietario. Descripción del Barrio: VIVIR EN SÃO DOMINGOS DE BENFICA ES.. . São Domingos de Benfica es un lugar de memoria, con historia y tradiciones que se han construido a lo largo de siglos. La parroquia es grande y alberga varios barrios. Es una parroquia tranquila, mayoritariamente residencial. También es una parroquia donde el sentido de comunidad, tantas veces olvidado, forma parte de la vida cotidiana. Tiene una oferta diversificada, ya sea deportiva, natural, empresarial, gastronómica y por supuesto, el bienestar, bien común esencial que todos buscan. São Domingos un lugar de memoria con futuro, donde convive el pasado. Las fotografías presentadas son de los varios apartamentos del edificio que están en venta. Nota: La información proporcionada no exime su confirmación, ni puede ser considerada vinculante. ¡Ven a conocerlo! Para más información y agendamiento de visita, contáctenos en: www casadimensao pt a medida de su sueño.. . Tel. :  ¡Te esperamos!",,,
33377753,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/f3/98/f7/242658497.jpg,PF31757,17,1,1500000.0,{'price': {'amount': 1500000.0}},flat,sale,165.0,3,3,avenida 24 de Julho,Lisboa,Misericórdia,Cais do Sodré - Santos,pt,38.7074697,-9.1502751,False,https://www.idealista.pt/imovel/33377753/,False,good,False,False,9091.0,{'typology': 'flat'},"{'subtitle': 'Misericórdia, Lisboa', 'title': 'Piso en avenida 24 de Julho'}",True,False,False,False,False,False,,,,,
33377761,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/42/6c/e8/242658438.jpg,PF31772,17,4,1365000.0,{'price': {'amount': 1365000.0}},flat,sale,146.0,2,3,avenida 24 de Julho,Lisboa,Misericórdia,Cais do Sodré - Santos,pt,38.7051135,-9.1512372,False,https://www.idealista.pt/imovel/33377761/,False,good,False,False,9349.0,{'typology': 'flat'},"{'subtitle': 'Misericórdia, Lisboa', 'title': 'Piso en avenida 24 de Julho'}",True,False,False,False,False,False,,,{'groupDescription': 'Top'},,
30884047,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/76/17/ee/242658158.jpg,APA_0420,32,2,1750000.0,{'price': {'amount': 1750000.0}},flat,sale,234.0,3,3,Chiado - Pç. de Camões,Lisboa,Misericórdia,Chiado - Pç. de Camões,pt,38.7069627,-9.1406206,False,https://www.idealista.pt/imovel/30884047/,True,good,False,False,7479.0,{'typology': 'flat'},"{'subtitle': 'Misericórdia, Lisboa', 'title': 'Piso'}",True,False,False,False,False,False,,,,,
33377711,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/33/84/e1/242657151.jpg,,18,,529500.0,"{'price': {'amount': 529500.0, 'priceDropInfo': {'formerPrice': 547500.0, 'priceDropValue': 18000, 'priceDropPercentage': 3}}}",chalet,sale,145.0,4,2,"rua Vicente Ribeiro, 35",Lisboa,Beato,,pt,38.732316,-9.1130909,True,https://www.idealista.pt/imovel/33377711/,False,good,False,,3652.0,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}","{'subtitle': 'Beato, Lisboa', 'title': 'Chalet pareado en rua Vicente Ribeiro, 35'}",False,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}","Vivienda adosada en el barrio de Madredeus, con acceso de aparcamiento interior y situada en una calle tranquila y segura de la histórica localidad de Madredeus. El inmueble cuenta con planta baja con garaje privado, trastero y terraza con magníficas vistas. Se encuentra en excelente estado de conservación, pero ofrece la posibilidad de modernización individualizada y personalizada. Con 95 m² de superficie bruta, 4 habitaciones, 2 baños, balcón, armarios empotrados y acceso adaptado a personas con movilidad reducida. Incluye también plaza de garaje y está de segunda mano en buen estado.",,,
33377235,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/4e/5d/65/242637741.jpg,41101,58,3,518000.0,{'price': {'amount': 518000.0}},flat,sale,126.0,3,2,rua Augusto Costa,Lisboa,Benfica,Calçada do Tojal,pt,38.7526178,-9.2052886,False,https://www.idealista.pt/imovel/33377235/,False,good,False,True,4111.0,{'typology': 'flat'},"{'subtitle': 'Benfica, Lisboa', 'title': 'Piso en rua Augusto Costa'}",False,False,False,False,False,False,,,{'groupDescription': 'Top'},,
33377654,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/62/f1/cc/132390610.jpg,PF29228,14,13,1230000.0,{'price': {'amount': 1230000.0}},flat,sale,93.0,2,2,Expo Sul,Lisboa,Parque das Nações,Expo Sul,pt,38.7553964,-9.0966734,False,https://www.idealista.pt/empreendimento/33377654/,True,newdevelopment,True,True,13226.0,{'typology': 'flat'},"{'subtitle': 'Parque das Nações, Lisboa', 'title': 'Piso'}",True,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}","Imagínese vivir en uno de los lugares más deseados de Lisboa. Tener el Tajo justo al lado. Todos los días recibe la energía de los primeros rayos del sol. Da un paseo respirando aire puro. Distrikt es un proyecto que nació en el corazón del Parque das Nações, una de las zonas más vibrantes de Lisboa. Aquí puede vivir el privilegio de estar cerca de la Marina, el centro comercial Vasco da Gama, Oceanario, restaurantes, oficinas, supermercados, farmacias, transporte público, escuelas públicas y privadas, gimnasios y casino. El proyecto consiste en un complejo residencial y comercial compuesto por 4 Edificios (Bloques A, B, C y D) en un condominio cerrado, con estacionamiento privado, piscinas privadas y jardín. Edifício Bloco B, el primero en venderse, tiene 13 pisos en un total de 81 apartamentos y ofrece tipos de T1 a T4, también con piscina y jardín. El concepto de diseño de Distrikt va más allá de los estándares estéticos. El proyecto nace del compromiso de crear espacios originales, agradables y funcionales. Fue diseñado para adaptarse al entorno, la ciudad y las personas. Es un espacio que tiene todo lo necesario para vivir felizmente. Este producto es elegible para obtener el programa Golden Visa, que permite una visa de residencia en Portugal y el acceso gratuito al espacio Schengen, para el titular y su familia directa. A partir de julio de 2021, las regiones de Lisboa, Oporto y Litoral de Portugal estarán restringidas a este programa, por lo que ya no será posible disfrutar de los beneficios de invertir en estas ubicaciones.",,,False
33377651,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/ef/f9/fd/242656448.jpg, CD.11262.01.(A),10,1,255000.0,{'price': {'amount': 255000.0}},flat,sale,79.0,4,1,Laranjeiras,Lisboa,São Domingos de Benfica,Laranjeiras,pt,38.7485865,-9.1666034,False,https://www.idealista.pt/imovel/33377651/,False,renew,False,False,3228.0,{'typology': 'flat'},"{'subtitle': 'São Domingos de Benfica, Lisboa', 'title': 'Piso'}",False,False,False,False,False,False,,"Apartamento de Tipología T4, para remodelación total, en São Domingos de Benfica! Excelente oportunidad de inversión o vivienda propia, para renovar a su gusto, en el barrio de São Domingos de Benfica, en Lisboa. Con una ubicación Premium, a solo unos minutos a pie del Metropolitano do Alto dos Moinhos, Mercado de São Domingos de Benfica, Hospital da Cruz Vermelha, Jardim Zoológico, Complejo Deportivo del Benfica, así como de las más prestigiosas Universidades de Lisboa. Barrio familiar, residencial y con varios puntos de comercio y servicios. Comercio tradicional, tiendas de diseño y mobiliario, cafés y restaurantes, zona céntrica, buenos accesos a transportes públicos, Autobuses, Metro. Nota: Las obras de la fachada y del interior del edificio serán realizadas por el propietario. Descripción del Barrio: VIVIR EN SÃO DOMINGOS DE BENFICA ES.. . São Domingos de Benfica es un lugar de memoria, con historia y tradiciones que se han construido a lo largo de siglos. La parroquia es grande y alberga varios barrios. Es una parroquia tranquila, mayoritariamente residencial. También es una parroquia donde el sentido de comunidad, tantas veces olvidado, forma parte de la vida cotidiana. Tiene una oferta diversificada, ya sea deportiva, natural, empresarial, gastronómica y claro, el bienestar, bien común esencial que todos buscan. São Domingos un lugar de memoria con futuro, donde el pasado convive. Las fotografías presentadas son de los varios apartamentos del edificio que están en venta. Nota: La información proporcionada no exime su confirmación, ni puede ser considerada vinculante. ¡Ven a conocerlo! Para más información y agendamiento de visita, contáctanos en: www casadimensao pt a medida de su sueño.. . Tel. :  ¡Te esperamos!",,,
33368203,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/cf/1f/eb/242217027.jpg,397240037,20,1,549000.0,{'price': {'amount': 549000.0}},flat,sale,125.0,4,2,"rua Damasceno Monteiro, 102",Lisboa,São Vicente,Graça,pt,38.7207,-9.1317437,True,https://www.idealista.pt/imovel/33368203/,False,good,False,False,4392.0,{'typology': 'flat'},"{'subtitle': 'São Vicente, Lisboa', 'title': 'Piso en rua Damasceno Monteiro, 102'}",True,False,True,False,False,False,,,,,
