propertyCode,thumbnail,externalReference,numPhotos,floor,price,priceInfo,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,highlight,topNewDevelopment,topPlus,parkingSpace,newDevelopmentFinished,neighborhood
33279920,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/d8/65/4c/238701409.jpg,C0223-06962,21,,1200000.0,{'price': {'amount': 1200000.0}},chalet,sale,365.0,10,3,Olivais,Lisboa,Olivais,,pt,38.7783008,-9.1155947,False,https://www.idealista.pt/imovel/33279920/,"Fantástica vivienda con gran potencial de reinvención, insertada en una zona tranquila, espaciosa y desahogada en los Olivais, en un lote de 500 m2 y con una significativa área de construcción de 300m2, a los que se suman 65m2 de garaje y anexos. Este encuadre permite la posibilidad de promover su propio proyecto para una vivienda de ensueño en Lisboa. Situada junto al Parque de las Naciones y rodeada de amplios espacios verdes, esta vivienda está cerca de todo el comercio, servicios y facilidades locales, así como próxima a los principales ejes de circulación viaria (A1, A8, IC2, 2ª Circular), metro de la Encarnación y otros transportes públicos. Si busca una zona tranquila pero céntrica, no pierda esta excelente oportunidad y venga a conocer su nueva casa.",True,renew,False,,3288.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Olivais, Lisboa', 'title': 'Casa independiente'}",False,False,False,False,,False,False,,,
33279584,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/b6/ab/82/238684583.jpg,,31,1,1250000.0,{'price': {'amount': 1250000.0}},flat,sale,149.0,3,3,rua dos Lusíadas,Lisboa,Alcântara,Alto de Santo Amaro,pt,38.7067111,-9.1801806,False,https://www.idealista.pt/imovel/33279584/,"Apartamento totalmente remodelado en Alcántara con una zona exterior con piscina y entrada privada directamente de la calle. Tiene una sala de estar, una cocina con abertura al comedor, un dormitorio en suite con vestidor independiente y baño, dos dormitorios con armarios empotrados, lavadero, baño social y un baño completo que sirve a los otros dos dormitorios. En el exterior tenemos unas escaleras de acceso de la sala de estar al jardín con zona de estar con piscina y una zona de almacenamiento. La casa tiene una entrada propia al lado de la entrada del edificio.",False,good,False,False,8389.0,{'typology': 'flat'},"{'subtitle': 'Alcântara, Lisboa', 'title': 'Piso en rua dos Lusíadas'}",True,False,False,False,{'groupDescription': 'Destacado'},False,False,,,
33279746,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/40/da/61/243714575.jpg,115191,27,,245000.0,"{'price': {'amount': 245000.0, 'priceDropInfo': {'formerPrice': 250000.0, 'priceDropValue': 5000, 'priceDropPercentage': 2}}}",flat,sale,53.0,1,1,Alto de Alcântara,Lisboa,Alcântara,Alto de Alcântara,pt,38.7028418,-9.1896049,False,https://www.idealista.pt/imovel/33279746/,"Encantador apartamento T1 de 53 m2 en Alcântara, a 20 minutos del aeropuerto de Lisboa ¿Buscas un refugio tranquilo en el dinámico barrio de Alcântara en Lisboa? ¡No busques más! Te presento esta rara joya en el mercado inmobiliario. Este apartamento de 53m2 es ideal para parejas o inversores. Consta de una cocina equipada y amueblada que ofrece un espacio práctico para preparar tus comidas, 1 dormitorio y una acogedora y luminosa sala de estar, perfecta para relajarse después de un día ajetreado. El apartamento, construido en 2017, está en excelente estado general. Las ventanas de doble acristalamiento ofrecen un aislamiento acústico y térmico óptimo. Ubicado en la planta baja, disfruta de mucha luminosidad y una vista despejada desde el dormitorio. En un barrio tranquilo, está cerca de todo tipo de servicios y comercios como escuelas, gimnasios, restaurantes y tiendas. El transporte público también es fácilmente accesible, con una parada de autobús a solo 5 minutos y la estación de tren de Belém a 15 minutos a pie. Ya sea una joven pareja en busca de un primer hogar o un inversor en busca de una oportunidad prometedora, este apartamento te seducirá. ¡No te pierdas esta oportunidad única! Contáctanos hoy mismo para programar una visita y aprovechar la oportunidad de poseer un pequeño pedazo de paraíso en Alcântara. ref: 115191.",True,good,False,,4623.0,{'typology': 'flat'},"{'subtitle': 'Alcântara, Lisboa', 'title': 'Piso'}",True,False,False,False,,False,False,,,
33279668,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/82/6f/a8/238788373.jpg,SILGOR 016/24 GV,104,7,2200000.0,{'price': {'amount': 2200000.0}},flat,sale,157.0,2,4,Av. da Liberdade - Marquês de Pombal,Lisboa,Santo António,Av. da Liberdade - Marquês de Pombal,pt,38.7206759,-9.1504813,False,https://www.idealista.pt/imovel/33279668/,"Apartamento de lujo de 2 dormitorios (originalmente de 3 dormitorios), con garaje, situado junto a la Avenida da Liberdade, en una de las calles más exclusivas de Lisboa. Con una vista despejada sobre las copas de los árboles y una luz maravillosa, este fabuloso apartamento está ubicado en un edificio con proyecto del Arq Frederico Valsassina, un referente en el mercado residencial de lujo. El inmueble se compone de un salón común espacioso (41 m2) con una cocina abierta totalmente equipada con electrodomésticos SMEG y acceso a un balcón (7 m2). Además, cuenta con una lavandería (3,5 m2), un baño social (2,5 m2), una suite principal (16 + 5,5 m2) y una segunda suite (13 + 6,6 m2). Dispone de domótica completa para luces, cortinas, aire acondicionado, suelo radiante y seguridad. Las ventanas de balcón del suelo al techo proporcionan una sensación de amplitud y luminosidad. Los pavimentos son de roble macizo (salón y dormitorios) y mármol (cocina, baños y lavadero). El apartamento cuenta además con un hall privado con 2 ascensores y plaza de garaje con carga para coches eléctricos en la planta -1. Esta es una oportunidad única de adquirir un inmueble de lujo en una ubicación privilegiada, con todo el confort y tecnología de vanguardia. Descripción de la Ubicación Al explorar Lisboa, serás recibido por el vibrante ambiente de esta encantadora ciudad. Con 165 puntos de interés en alimentos y bebidas a solo 15 minutos de distancia, estarás a pocos pasos de lugares como el Restaurante-Bar 39 Degraus (a 2 minutos a pie), el Dote (a 2 minutos a pie) y el Guilty (a 2 minutos a pie), donde podrás disfrutar de deliciosas opciones gastronómicas. Además, con 30 puntos de interés en tiendas de comestibles a una corta distancia de 15 minutos, incluyendo la Picasso Cafetería (a 2 minutos a pie) y el Minipreço (a 5 minutos a pie), tendrás fácil acceso a productos frescos y comodidades diarias.  Para los amantes del cine, hay 2 puntos de interés a solo 6 minutos de distancia, incluyendo la Cinemateca (a 2 minutos a pie) y el São Jorge (a 6 minutos a pie), garantizando entretenimiento cinematográfico de calidad a una corta distancia. Además, con 86 puntos de interés en transporte a solo 15 minutos de distancia, tendrás acceso conveniente a diferentes opciones de movilidad, como la parada de autobús Marqués de Pombal - Rua Alexandre Herculano (a 3 minutos a pie) y la entrada del metro Acceso 7 (a 4 minutos a pie).  Para un toque cultural, hay 9 puntos de interés en escuelas a una corta distancia de 14 minutos, incluyendo N´Avózinha (a 7 minutos a pie) y varias opciones de guarderías, proporcionando un ambiente educativo diversificado. Además, con 13 puntos de interés en farmacias a solo 15 minutos de distancia, como la Farmacia Vieira Borges (a 2 minutos a pie) y la Farmacia Asociación Protectora de los Diabéticos de Portugal (a 5 minutos a pie), tu salud estará bien cuidada.  Para un refugio en la naturaleza, puedes descubrir el Jardín Alfredo Keil (a 12 minutos a pie) y el Largo Agostinho da Silva (a 14 minutos a pie), ofreciendo espacios verdes tranquilos para relajarse y apreciar la belleza natural. Y si necesitas atención médica, hay 2 puntos de interés en hospitales a una corta distancia de 12 minutos, incluyendo el Instituto de Oftalmología Doctor Gama Pinto (a 11 minutos a pie) y el Hospital Privado de Ortopedia (a 12 minutos a pie), garantizando acceso a cuidados de salud cercanos. Lisboa ofrece una mezcla dinámica de comodidades urbanas y una atmósfera acogedora, proporcionando una experiencia única para residentes y visitantes.",False,good,False,True,14013.0,{'typology': 'flat'},"{'subtitle': 'Santo António, Lisboa', 'title': 'Piso'}",False,False,False,False,,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
33279657,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/5b/cf/04/238788379.jpg,SILGOR 015/24 GV,30,2,339500.0,{'price': {'amount': 339500.0}},flat,sale,54.0,1,1,Estefânia,Lisboa,Arroios,São Jorge de Arroios,pt,38.7308663,-9.1355408,False,https://www.idealista.pt/imovel/33279657/,,False,good,False,True,6287.0,{'typology': 'flat'},"{'subtitle': 'Estefânia, Lisboa', 'title': 'Piso'}",False,False,False,False,,False,False,,,Estefânia
33255008,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/1d/13/95/238653901.jpg,1207-2840-ID,44,2,245000.0,{'price': {'amount': 245000.0}},flat,sale,57.0,1,1,"rua João do Outeiro, 54",Lisboa,Santa Maria Maior,Castelo - Mouraria,pt,38.7157676,-9.1344852,True,https://www.idealista.pt/imovel/33255008/,"El encanto de residir en un barrio histórico de Lisboa, como la Mouraria o el Castillo de San Jorge, abre camino para este Apartamento T1+1, íntegramente renovado. Situado en el Beco do Jasmim, la vista amplia, la tranquilidad del barrio y la proximidad con el centro de Lisboa, hacen de este inmueble una oportunidad imperdible. Localizado próximo al Castillo de San Jorge y al Mirador de la Gracia, este apartamento ocupa el 2º piso de un edificio totalmente renovado, sin ascensor, con vistas despejadas sobre el caserío de Lisboa, de la Mouraria hasta la Gracia. El apartamento, totalmente renovado, posee 56,8 m2 distribuidos de la siguiente forma: • 1 salón con una ventana y un balcón, asomado al patio acogedor donde se localiza. • 1 habitación interior (5,6 m2) posee vista al caserío de Lisboa, a través de la ventana del salón. • 1 cocina (9,84 m2) totalmente equipada, con ventana a la parte trasera del edificio. • 1 despacho (4,6 m2) que también puede funcionar como comedor. • 1 Baño con luz natural. Toda la zona circundante está muy bien servida de transportes y comercio y su localización proporciona un rápido acceso a la plaza del Marim Moniz y a la baja Pombalina. El nuevo proyecto para el Martim Moniz, denominado “Un Jardín para el Mundo”, preconiza la recalificación de esta plaza, en 2026, mediante la sustitución del espacio actual por un vasto jardín. Excelente oportunidad, para vivienda propia o alquiler / inversión. ¡Contacte conmigo y marque ya su visita!",True,good,False,False,4298.0,{'typology': 'flat'},"{'subtitle': 'Santa Maria Maior, Lisboa', 'title': 'Piso en rua João do Outeiro, 54'}",True,False,True,False,{'groupDescription': 'Top'},False,False,,,
32911737,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/8b/e4/63/224646192.jpg,47.23,22,1,295900.0,{'price': {'amount': 295900.0}},flat,sale,60.0,1,1,rua Morais Soares,Lisboa,Penha de França,Centro,pt,38.7326727,-9.1288324,False,https://www.idealista.pt/imovel/32911737/,,True,good,False,True,4932.0,{'typology': 'flat'},"{'subtitle': 'Penha de França, Lisboa', 'title': 'Piso en rua Morais Soares'}",True,False,False,False,,False,False,,,
32912035,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/8b/61/77/227619532.jpg,48.23,19,6,279900.0,"{'price': {'amount': 279900.0, 'priceDropInfo': {'formerPrice': 289900.0, 'priceDropValue': 10000, 'priceDropPercentage': 3}}}",flat,sale,61.0,1,1,estrada de Benfica,Lisboa,São Domingos de Benfica,Estrada de Benfica,pt,38.7460294,-9.1791281,False,https://www.idealista.pt/imovel/32912035/,,True,good,False,True,4589.0,{'typology': 'flat'},"{'subtitle': 'São Domingos de Benfica, Lisboa', 'title': 'Piso en estrada de Benfica'}",True,False,False,False,,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
33279450,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/5c/42/b8/238726663.jpg,,11,1,210000.0,{'price': {'amount': 210000.0}},flat,sale,46.0,2,1,rua Manhiça,Lisboa,Olivais,,pt,38.758395,-9.1094198,False,https://www.idealista.pt/imovel/33279450/,"FOTOS ILUSTRATIVAS DE OTROS INMUEBLES Pequeño apartamento muy bien ubicado en Olivais, cerca de comercios y afines. En esta fase podrá elegir materiales y acompañar la obra cuya finalización está prevista para mayo. Se quedará con cocina totalmente equipada, con placa, horno, termo acumulador, lavadoras y vajilla, microondas y combinado, armario empotrado, puerta blindada, ventanas con doble acristalamiento, persianas térmicas y eléctricas, suelo nuevo. Este inmueble es ideal para iniciar la vida o ponerlo en el mercado de alquiler. Rentabilice su capital e invierta en este pequeño apartamento, pero muy acogedor.",False,good,False,False,4565.0,{'typology': 'flat'},"{'subtitle': 'Olivais, Lisboa', 'title': 'Piso en rua Manhiça'}",False,False,False,False,,False,False,,,
33279430,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/91/e8/4b/238679157.jpg,2137,30,bj,349000.0,{'price': {'amount': 349000.0}},flat,sale,112.0,4,2,rua Manuel Caetano de Sousa,Lisboa,Marvila,,pt,38.7459361,-9.1091967,False,https://www.idealista.pt/imovel/33279430/,"Excelente apartamento en edificio de dos plantas, con reciente remodelación total, con 4 habitaciones, siendo 1 de ellas suite, 1 aseo social, salón y cocina en open-space con acceso directo a una terraza privada y muy luminosa, donde puede poner su tumbona para un merecido descanso al aire libre. Situado en un barrio pintoresco de Lisboa, donde reina la tranquilidad y la proximidad a escasos minutos de: Parque das Nações, Braço de Prata, y del cultural Barrio de Marvila. Aún próximo de Alvalade, Campo Grande, rápidos accesos al Puente Vasco da Gama, pero también al Puente 25 de Abril. Esta ubicación permite una excelente distribución para circular en la Ciudad de Lisboa, así como accesos al norte y al sur. Todo tipo de infraestructuras en la proximidad: Escuelas, Farmacias, Supermercados, Clínica Veterinaria, Comercio local, transporte público, Jardines Públicos, Paseo Peatonal en la Zona Ribereña del Tajo. Garaje con 25m2 para su automóvil. Cuenta aún con lavandería y zona de trasteros Terraza multiusos con 25m2 EL INMUEBLE DISPONE DE: 4 Habitaciones con armarios empotrados 2 aseos (1 es SUITE) Salón en Open-space Cocina Lavandería Garaje Terraza Renovado integralmente a partir de la estructura: Canalización, instalación eléctrica, alcantarillado Incluye: - Pavimento flotante en PVC de alta resistencia espesor de 8mm con subcapa de corcho incorporada - Ventanas en PVC con vidrios dobles y oscilo-batiente - Puerta Blindada de DIERRE - Grifos y duchas de GRHOE en los aseos - Cabinas de ducha DUSCHOLUX - Sanitarios ROCA - Cocina con encimeras y revestimiento en elegante Silstone, fregadero doble y grifo mezclador BLANCO - Pavimentos en Gres porcelánico - Barandillas y Pala de la terraza en vidrio templado triplex. - Lavandería con encimera en Silstone y grifo GRHOE en la pila de acero inoxidable. - Muebles personalizados, hechos a medida, en todos los compartimentos Videoportero - Telecomunicaciones en fibra óptica - Techos falsos con iluminación LED - Apartamento R/C - T4 - Área del terreno: 255,55 m2 - Área de implantación del edificio: 205,53 m2 - Área útil: 111,50m2 Equipamientos incluidos: - Aire Acondicionado SAMSUNG 'WindFree'. - Bomba de Calor ENERGIE 300 Litros. - Lavavajillas Bosch A+ - Combinado. - Placa mixta gas/inducción Referencia - 2137 Categoría Energética B PRECIO DE VENTA: - 349 000 €.",False,good,False,False,3116.0,{'typology': 'flat'},"{'subtitle': 'Marvila, Lisboa', 'title': 'Piso en rua Manuel Caetano de Sousa'}",False,False,False,False,,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
33154782,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/5e/9c/2f/234461360.jpg,A154230,27,,3950000.0,{'price': {'amount': 3950000.0}},flat,sale,237.0,4,5,Santos-o-Velho - Madragoa,Lisboa,Estrela,Santos-o-Velho - Madragoa,pt,38.7023579,-9.1634391,False,https://www.idealista.pt/imovel/33154782/,"PARA COMPRAR * ÁTICO T4 | LISBOA | AV. 24 DE JULIO | PASEO + INFO -  Ático T4 a estrenar 5ª planta de edificio con ascensor 237,70 m2 Sin amueblar Salón con estufa de leña, balcón y vistas laterales al río Cocina totalmente equipada con electrodomésticos Gaggenau Aseo 3 suites con vestidor 1 suite con armario empotrado Carpintería ECOSTEEL Aire acondicionado Suelo radiante Domótica Garaje box con 4 plazas de aparcamiento en la Planta -1, con cocina equipada y baño y ascensor privado de acceso directo al Ático Excelente ubicación, cerca de comercios, servicios y transporte público Orientación solar - Este/Oeste CE: A Licencia de uso nº 375 REF: A154230 HL Obra del prestigioso arquitecto portugués Frederico Valsassina, el Paseo se caracteriza por sus amplios vanos, que permiten que cada apartamento disponga de balcones con vistas al río Tajo o a la Colina de Santa Catarina, por su diseño contemporáneo y por la elección de acabados nobles y equipamientos de alta calidad que permiten una experiencia de confort y modernidad. Ático T4 a estrenar, con terraza en la azotea y piscina privada y 4 plazas de aparcamiento en garaje. Compuesto por salón con estufa de leña, ventanales panorámicos y balcón de 37,85 m2 y vistas laterales al río, cocina totalmente equipada con electrodomésticos Gaggenau, lavadero, aseo y 3 suites con vestidor y 1 suite con armario empotrado. Sistema de domótica, carpintería ECOSTEEL, sistema de blackout eléctrico en las 4 suites, climatización en cada estancia, suelo radiante en todo el apartamento, mármoles italianos (Ibiza). Piscina y terraza privadas de 147,40 m2 en la azotea. Ascensor privado con acceso directo al garaje. 4 plazas de aparcamiento en garaje de 73,45 m2 y 2 portones automáticos en la Planta -1. El garaje tiene cocina equipada con electrodomésticos AEG y baño, y ascensor privado de acceso directo al Ático.",False,good,False,True,16667.0,{'typology': 'flat'},"{'subtitle': 'Estrela, Lisboa', 'title': 'Piso'}",True,False,False,False,{'groupDescription': 'Destacado'},False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
33279274,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/6c/33/d2/238670671.jpg,W4867B,16,2,429900.0,{'price': {'amount': 429900.0}},flat,sale,85.0,3,2,Estrada de Benfica,Lisboa,São Domingos de Benfica,Estrada de Benfica,pt,38.7448927,-9.1790637,False,https://www.idealista.pt/imovel/33279274/,,False,good,False,,5058.0,{'typology': 'flat'},"{'subtitle': 'São Domingos de Benfica, Lisboa', 'title': 'Piso'}",False,False,False,False,,False,False,,,
33279226,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/91/3a/c2/240720825.jpg,W-02UVL5,29,4,410000.0,{'price': {'amount': 410000.0}},flat,sale,101.0,3,2,estrada de Benfica,Lisboa,São Domingos de Benfica,Estrada de Benfica,pt,38.7451436,-9.1873099,False,https://www.idealista.pt/imovel/33279226/,"En una de las principales arterias de la parroquia de S. Domingos de Benfica, en un edificio con dos ascensores encontramos este luminoso T3 a pocos metros de la emblemática pastelería Califa. Compuesto por hall de entrada, sala amplia para dos ambientes, cocina, tres habitaciones con buenas áreas y todas con armarios empotrados y dos baños. Cabe destacar que el apartamento sufrió obras de renovación totales, incluyendo tuberías de agua y electricidad en 2016 y que todas las ventanas tienen vidrios dobles y son oscilobatientes. Posee además un trastero con cerca de 12m2. Bien servido de todo tipo de comercio y servicios, a pocos pasos del centro comercial Fonte Nova y a pocos minutos del Centro Comercial Colombo, paradas de autobuses en la puerta y a menos de 15 minutos a pie tanto del metro Colegio Militar como del Alto dos Moinhos. Ven a conocer tu futuro hogar. São Domingos de Benfica es una de las parroquias más cosmopolitas y populosas de la Ciudad de Lisboa constituyendo actualmente un polo turístico, con características que la diferencian de las restantes parroquias de Lisboa. Es en la multiplicidad de sus ambientes que reside su singularidad. La divulgación y la dinamización de sus potencialidades es la condición necesaria para su plena valorización cultural y turística. En una visión de conjunto esta parroquia de Lisboa sorprende por el número y diversidad de inmuebles y locales proporcionando itinerarios turísticos únicos dentro de Lisboa. La parroquia encierra en su área de jurisdicción, el Jardín Zoológico, verdadero exlibris de la parroquia, el más apacible espacio de diversiones de la capital y uno de los mejores parques zoológicos del mundo.",True,good,False,True,4059.0,{'typology': 'flat'},"{'subtitle': 'São Domingos de Benfica, Lisboa', 'title': 'Piso en estrada de Benfica'}",True,False,False,False,,False,False,,,
33093407,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/2e/28/35/231285324.jpg,OH_APA_2269,14,,830000.0,"{'price': {'amount': 830000.0, 'priceDropInfo': {'formerPrice': 850000.0, 'priceDropValue': 20000, 'priceDropPercentage': 2}}}",flat,sale,215.0,3,2,Castelo - Mouraria,Lisboa,Santa Maria Maior,Castelo - Mouraria,pt,38.7118543,-9.1329134,False,https://www.idealista.pt/imovel/33093407/,Apartamento reformado y equipado Terraza 80m2 Vista al río 2 habitaciones 1 salón 1 despacho 2 baños Cocina equipada Ventanas nuevas Aparcamiento para residentes con pin Planta 2 sin ascensor.,False,good,False,,3860.0,{'typology': 'flat'},"{'subtitle': 'Santa Maria Maior, Lisboa', 'title': 'Piso'}",False,False,False,False,,False,False,,,
33279061,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/48/93/a4/238665141.jpg,APT1677HE.d,27,2,890000.0,{'price': {'amount': 890000.0}},flat,sale,123.0,3,1,Lapa,Lisboa,Estrela,Lapa,pt,38.7098542,-9.1596408,False,https://www.idealista.pt/imovel/33279061/,,False,good,False,,7236.0,{'typology': 'flat'},"{'subtitle': 'Estrela, Lisboa', 'title': 'Piso'}",True,False,False,False,{'groupDescription': 'Top'},False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
33279044,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/66/0e/ee/238664972.jpg,W6263,20,,279900.0,{'price': {'amount': 279900.0}},flat,sale,50.0,1,1,Arneiros,Lisboa,Benfica,Arneiros,pt,38.7510879,-9.199437,False,https://www.idealista.pt/imovel/33279044/,"Lisboa/Benfica. Apartamento de 1 dormitorio completamente reformado con un anexo de 10m2 y un patio de 47,50m2, muy bien ubicado en Benfica. Zona muy céntrica, con fácil acceso y cercanía a varios transportes públicos. Cocina equipada con Horno, Vitrocerámica, Campana Extractora, Lavavajillas Empotrado, Lavadora Empotrada, Termoacumulador y Frigorífico Congelador Empotrado. Propiedad con preinstalación de Aire Acondicionado. Puerta blindada. Oportunidad de tener un buen espacio al aire libre con un anexo.",False,good,False,,5598.0,{'typology': 'flat'},"{'subtitle': 'Benfica, Lisboa', 'title': 'Piso'}",False,False,False,False,,False,False,,,
33279016,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/54/16/ff/238664736.jpg,W4867A,11,,369900.0,{'price': {'amount': 369900.0}},flat,sale,75.0,2,2,Estrada de Benfica,Lisboa,São Domingos de Benfica,Estrada de Benfica,pt,38.7484814,-9.1813489,False,https://www.idealista.pt/imovel/33279016/,,False,good,False,,4932.0,{'typology': 'flat'},"{'subtitle': 'São Domingos de Benfica, Lisboa', 'title': 'Piso'}",False,False,False,False,,False,False,,,
33279012,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/d8/e1/cc/242520352.jpg,ASP24031,20,,260000.0,"{'price': {'amount': 260000.0, 'priceDropInfo': {'formerPrice': 280000.0, 'priceDropValue': 20000, 'priceDropPercentage': 7}}}",flat,sale,56.0,1,1,"rua de Santo Amaro, 19 A",Lisboa,Estrela,Lapa,pt,38.7148616,-9.1549069,True,https://www.idealista.pt/imovel/33279012/,"Apartamento de 1+1 dormitorio con un pequeño patio, en la parroquia de Lapa - Lisboa. Propiedad situada en el corazón de Lisboa, en una de las parroquias más típicas de la capital, restaurada siguiendo el diseño tradicional, pero también elementos de confort y modernidad. La propiedad ubicada en el 1er piso comprende: - Hall de entrada; - Dormitorio con área de closet; - Cuarto de baño con plato de ducha; - Cocina con encimera para comidas rápidas y sala de estar y equipada con cilindro, campana extractora, vitrocerámica, horno, nevera, lavadora y lavavajillas; - Cocina con acceso directo al patio, donde encontramos una zona de máquinas y despensa. El espacio al aire libre encanta con un ambiente romántico donde se puede comer o relajarse, ofreciendo un refugio tranquilo y natural. Este apartamento fue recientemente rehabilitado por un arquitecto y cuenta con una nueva instalación de fontanería y electricidad. Con licencia en Airbnb. Esta propiedad también está equipada con: - Marcos de ventanas de PVC de muy buena calidad con doble acristalamiento; Ubicación: - A 1 minuto del Jardim da Estrela; - A 10 minutos del Bairro Alto; - A 12 minutos del centro de Lisboa. ¡Reserva ya tu visita! Referencia: ASP24031 Como somos intermediarios de crédito debidamente autorizados por el Banco de Portugal (Reg. 2736), gestionamos todo su proceso de financiación, siempre con las mejores soluciones del mercado. ¿Por qué elegir AS Real Estate? Con más de 16 años en el negocio inmobiliario y miles de familias felices, contamos con 9 agencias ubicadas estratégicamente para atenderte de cerca, cumplir con tus expectativas y ayudarte a adquirir la casa de tus sueños. Compromiso, Competencia y Confianza son nuestros valores que entregamos a nuestros Clientes al comprar, alquilar o vender su propiedad. ¡Nuestra prioridad es tu felicidad! Especialistas Inmobiliarios en Vizela; Guimarães;   Tierra apisonada; Felgueiras; Pizarra; Santo Tirso; Barcelos; São João da Madeira; Puerto; Braga.",False,good,False,False,4643.0,{'typology': 'flat'},"{'subtitle': 'Estrela, Lisboa', 'title': 'Piso en rua de Santo Amaro, 19 a'}",False,False,False,False,{'groupDescription': 'Top'},False,False,,,
33278960,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/ab/bb/db/238662154.jpg,027230160,15,3,275000.0,{'price': {'amount': 275000.0}},flat,sale,71.0,2,1,Portas de Benfica - Mercado de Benfica,Lisboa,Benfica,Portas de Benfica - Mercado de Benfica,pt,38.7501583,-9.2091395,False,https://www.idealista.pt/imovel/33278960/,,False,good,False,False,3873.0,{'typology': 'flat'},"{'subtitle': 'Benfica, Lisboa', 'title': 'Piso'}",False,False,False,False,,False,False,,,
33278916,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/9d/5d/2d/238661900.jpg,43605,19,21,675000.0,"{'price': {'amount': 675000.0, 'priceDropInfo': {'formerPrice': 690000.0, 'priceDropValue': 15000, 'priceDropPercentage': 2}}}",flat,sale,104.0,2,2,avenida Dom João II,Lisboa,Parque das Nações,Expo Central,pt,38.7744667,-9.0971275,False,https://www.idealista.pt/imovel/33278916/,"**Descubra su refugio urbano en el Parque de las Naciones: Apartamento de 2 habitaciones con vistas impresionantes** Experimente el estilo de vida deseado en un apartamento de 2 habitaciones excepcionalmente bien ubicado en el Parque de las Naciones. Con una vista impresionante del río Tajo y una ubicación privilegiada junto a la Torre Vasco da Gama, este es el refugio urbano ideal. Situado en el piso 21 de un edificio distinguido, este apartamento ofrece una combinación perfecta de lujo, comodidad y practicidad. Con una distribución inteligente y espacios generosos, cada detalle ha sido cuidadosamente planeado para ofrecer el máximo de comodidad y bienestar. La cocina equipada con encimera de piedra y electrodomésticos de alta calidad es una invitación para crear deliciosas comidas mientras disfruta de la vista panorámica de la ciudad. Las dos habitaciones acogedoras y los dos baños, uno de ellos privado, garantizan privacidad y comodidad para toda la familia. Disfrute de la facilidad de aparcamiento, ascensores modernos y un entorno agradable, con acceso conveniente al transporte público, comercios y diversas opciones de ocio. No pierda la oportunidad de hacer de este apartamento su nuevo hogar. Reserve una visita hoy mismo y descubra el estilo de vida único que el Parque de las Naciones tiene para ofrecer. El Parque de las Naciones en Lisboa es una zona moderna y cosmopolita conocida por su arquitectura contemporánea, espacios verdes bien cuidados e infraestructura moderna. Situado a orillas del río Tajo, el Parque de las Naciones ofrece una mezcla única de cultura, ocio y entretenimiento, destacando el Oceanario de Lisboa, el Altice Arena y una variedad de restaurantes, tiendas y zonas de ocio al aire libre.",True,good,False,True,6490.0,{'typology': 'flat'},"{'subtitle': 'Parque das Nações, Lisboa', 'title': 'Piso en avenida Dom João Ii'}",True,False,True,False,{'groupDescription': 'Destacado'},False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
