propertyCode,thumbnail,externalReference,numPhotos,floor,price,priceInfo,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,hasVideo,status,newDevelopment,hasLift,parkingSpace,newDevelopmentFinished,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,highlight,topNewDevelopment,topPlus,description,neighborhood
33325628,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/33/6f/c5/240524895.jpg,LX/02046,25,2,399900.0,{'price': {'amount': 399900.0}},flat,sale,55.0,3,2,rua António Nobre,Lisboa,São Domingos de Benfica,Estrada de Benfica,pt,38.7450946,-9.181813,False,https://www.idealista.pt/imovel/33325628/,False,good,False,True,,,7271.0,{'typology': 'flat'},"{'subtitle': 'São Domingos de Benfica, Lisboa', 'title': 'Piso en rua António Nobre'}",False,False,False,False,,False,False,,
33325645,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/d6/e7/3e/240774585.jpg,NBM21,30,7,1080000.0,{'price': {'amount': 1080000.0}},flat,sale,230.0,4,3,"rua Direita de Palma, 8",Lisboa,São Domingos de Benfica,Laranjeiras,pt,38.7480824,-9.1676139,True,https://www.idealista.pt/imovel/33325645/,True,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,4696.0,{'typology': 'flat'},"{'subtitle': 'São Domingos de Benfica, Lisboa', 'title': 'Piso en rua Direita de Palma, 8'}",True,False,False,False,,False,False,"Situado en el prestigioso Parque Orange, Laranjeiras, este apartamento cuenta con 185m2, balcón con vistas despejadas, 3 plazas de garaje y 1 trastero. El edificio es del año 2006, cuenta con 2 ascensores y seguridad las 24 horas. Este apartamento se beneficia de mucha luz y un fantástico balcón con vistas despejadas que cautivan a primera vista. Dispone de 4 dormitorios con espacios amplios y muy bien distribuidos, uno de los cuales es suite, y cuenta con 3 baños en total. Cuenta con un salón comedor de 50m2 y en el balcón encontrarás una increíble vista despejada y la buena exposición al sol garantiza la iluminación natural en todas las estancias. Destacan: - Espacios generosos y mucha luz - Balcón con vistas despejadas - Amplia cocina totalmente equipada, electrodomésticos AEG - Calefacción central con caldera de agua caliente en todas las estancias - Preinstalación de aire acondicionado - Nuevos bastidores con alta eficiencia energética - Mucho espacio de almacenamiento - 3 plazas de aparcamiento con conexión para cargador eléctrico - Recaudación de fondos generosa Se encuentra a solo 5 minutos a pie (700 metros) de la estación de metro de Laranjeiras y de los autobuses. Restaurantes, hospitales, supermercados y escuelas están a poca distancia, lo que garantiza que se satisfagan todas sus necesidades diarias. Este apartamento es una oportunidad única para vivir en una zona muy tranquila, con una ubicación estratégica en Lisboa, cerca del acceso a las autopistas y a las principales vías de circulación como el Eje Norte-Sur y la 2ª Circular. Si buscas un apartamento amplio, con vistas despejadas y proximidad a todos los servicios, esta es la opción perfecta para ti.",
33325580,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/9a/c0/c0/240521713.jpg,CS-APT-91637,35,,235000.0,{'price': {'amount': 235000.0}},flat,sale,84.0,2,1,Alto de São João - Alto do Varejão,Lisboa,Penha de França,Alto de São João - Alto do Varejão,pt,38.7285799,-9.1196766,False,https://www.idealista.pt/imovel/33325580/,False,good,False,,,,2798.0,{'typology': 'flat'},"{'subtitle': 'Penha de França, Lisboa', 'title': 'Piso'}",False,False,False,False,,False,False,"Acogedor apartamento de 2+1 dormitorios con terraza, completamente reformado con cocina equipada, a 20 minutos a pie de la estación de metro Arroios. Excelente ubicación. Sala de estar Cocina con muebles blancos, azulejos en toda la pared detrás de los muebles, equipada con: -Horno -Lámina -Extractor de aire - Microonda - Lavavajillas; - Combinados, todos integrados; 2 Dormitorios, uno con armario empotrado Sala 1 baño completo, lavadora y calentador de agua. Terraza interior Adjunto Marcos lacados en blanco con doble acristalamiento en todas las habitaciones. Falso techo con luces de plomo en toda la casa. Persianas de corte térmico Dos frentes Edificio en buen estado. Ubicado en una de las mejores zonas de Penha de França, Vista Rio, junto a la Avenida Afonso III, donde encontrará todo tipo de: Transporte, vías de autobús junto a la puerta de toda la ciudad, parada de taxis a 350 metros y la Estación de Metro de Arroios a 20 minutos a pie y el Instituto Superior Técnico. a 30 minutos. Con excelente acceso a toda la ciudad, Margem Sul, Sintra o Cascais. , Comercio tradicional de todo tipo, Supermercado Pingo Doce, Supermercado Continente, Minipreço, Mercado de Arroios, Carnicerías, Restaurantes, Pastelerías, Cafeterías, Bares, etc. Servicios; Correos, Hacienda, Bancos, Centro de Salud, Farmacias, Consultorios Médicos, Hospitales, Gimnasios, Guarderías, Colegios Primarios y Secundarios, Universidades e Instituto Superior Técnico a 30 minutos a pie Puntos de interés como Jardim da Penha de França, Jardim do Torel, Miradouro do Monte Agudo y Miradouro da Penha de França Ven y descubre este acogedor apartamento y sus alrededores. No dejes pasar esta excelente oportunidad de negocio, ya sea para tu propia casa, o para inversión por su ubicación privilegiada. Haz tu propuesta.",
33325532,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/c6/3c/c1/240520180.jpg,JC-0006,50,1,1200000.0,{'price': {'amount': 1200000.0}},flat,sale,172.0,6,2,rua do Barão,Lisboa,Santa Maria Maior,Alfama - Sé,pt,38.7084652,-9.1327905,False,https://www.idealista.pt/imovel/33325532/,True,good,False,False,,,6977.0,{'typology': 'flat'},"{'subtitle': 'Santa Maria Maior, Lisboa', 'title': 'Piso en rua do Barão'}",True,False,False,False,,False,False,,
33325451,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/d7/23/d4/240516682.jpg,LXM/00439,18,5,442500.0,{'price': {'amount': 442500.0}},flat,sale,108.0,2,2,rua República do Paraguai,Lisboa,Lumiar,Alto do Lumiar - Quinta das Conchas - Quinta do Lambert,pt,38.7738223,-9.1613149,False,https://www.idealista.pt/imovel/33325451/,False,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,4097.0,{'typology': 'flat'},"{'subtitle': 'Lumiar, Lisboa', 'title': 'Piso en rua República do Paraguai'}",False,False,False,False,,False,False,,
33040380,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/66/72/e1/229490879.jpg,OH_LFT_2263,4,,495000.0,{'price': {'amount': 495000.0}},studio,sale,120.0,0,1,Castelo - Mouraria,Lisboa,Santa Maria Maior,Castelo - Mouraria,pt,38.7148687,-9.1310393,False,https://www.idealista.pt/imovel/33040380/,False,good,False,,,,4125.0,"{'typology': 'flat', 'subTypology': 'studio'}","{'subtitle': 'Santa Maria Maior, Lisboa', 'title': 'T0'}",False,False,False,False,,False,False,,
33305604,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/9b/36/41/239891788.jpg,C0383-00877,10,bj,255000.0,{'price': {'amount': 255000.0}},flat,sale,61.0,2,2,Santa Engrácia,Lisboa,São Vicente,Santa Engrácia,pt,38.7210098,-9.1241627,False,https://www.idealista.pt/imovel/33305604/,False,good,False,False,,,4180.0,{'typology': 'flat'},"{'subtitle': 'São Vicente, Lisboa', 'title': 'Piso'}",False,False,False,False,,False,False,,
33268730,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/3d/21/0a/238164596.jpg,CB02-0249_5AB,24,5,535000.0,{'price': {'amount': 535000.0}},flat,sale,90.0,1,1,"avenida do Brasil, 39 A",Lisboa,Alvalade,Campo Grande,pt,38.7556975,-9.1495694,True,https://www.idealista.pt/imovel/33268730/,True,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,5944.0,{'typology': 'flat'},"{'subtitle': 'Alvalade, Lisboa', 'title': 'Piso en avenida do Brasil, 39 a'}",True,False,False,False,,False,False,,
33325117,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/f3/70/32/240577060.jpg,MG0872,16,,349900.0,{'price': {'amount': 349900.0}},flat,sale,44.0,1,1,Praça de Espanha - Sete Rios,Lisboa,Campolide,Praça de Espanha - Sete Rios,pt,38.7402507,-9.157838,False,https://www.idealista.pt/imovel/33325117/,True,good,False,,,,7952.0,{'typology': 'flat'},"{'subtitle': 'Campolide, Lisboa', 'title': 'Piso'}",True,False,False,False,,False,False,"Barrio residencial familiar con varios comercios y servicios. Comercio tradicional, tiendas de diseño y muebles, cafeterías y restaurantes Zona central, fácil acceso, proximidad al transporte público y diversos equipamientos sociales, Universidad CATÓLICA, Metropolitano de Sete Rios, Estrada da Luz, Jardim Zoológico. Cocina Salón con 27m2. La cocina tiene muebles blancos; Azulejos en toda la pared detrás de los muebles; Horno, Vitrocerámica, Campana, Lavavajillas empotrable, Lavadora empotrada, Calentador de agua y combinado empotrable; Baño social completo con 3m2; Suite de 1 Dormitorio con 14m2 y armario empotrado. Marcos lacados en blanco con doble acristalamiento y topes abatibles. Falso techo con luces LED incorporadas en toda la vivienda. Preinstalación de Aire Acondicionado Dos frentes LOCAL PÚBLICO CON 28,50M2 Edificio TOTALMENTE REPARADO (Techo, Columnas de Agua, Electricidad y Alcantarillado, Fachadas, Escaleras, Metros.",
33325120,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/a6/b0/c5/240577007.jpg,MG0871,27,,399900.0,{'price': {'amount': 399900.0}},flat,sale,76.0,3,1,Estrada de Benfica,Lisboa,São Domingos de Benfica,Estrada de Benfica,pt,38.7447665,-9.1783017,False,https://www.idealista.pt/imovel/33325120/,True,good,False,,,,5262.0,{'typology': 'flat'},"{'subtitle': 'São Domingos de Benfica, Lisboa', 'title': 'Piso'}",True,False,False,False,{'groupDescription': 'Destacado'},False,False,"Barrio residencial familiar con varios comercios y servicios. Comercio tradicional, tiendas de diseño y muebles, cafeterías y restaurantes Zona central, fácil acceso, proximidad al transporte público y diversos equipamientos sociales, Mercado de São Domingos de Benfica, Metropolitano do Alto dos Moinhos, Hospital da Cruz Vermelha, Jardim Zoológico.     SÃO DOMINGOS DE BENFICA (T3 con ENTRESUELO) - VALOR DE VENTA: 429.900, 00 € Cocina Salón con 45m2. La cocina tiene muebles blancos; Azulejos en toda la pared detrás de los muebles; Horno, Vitrocerámica, Campana, Lavavajillas empotrable, Lavadora empotrada, Calentador de agua y combinado empotrable; Baño completo de 3m2; 2 Dormitorios, el Primero Suite con 20m2 y Closet y el Segundo con 15m2 y Closet. ENTRESUELO con 35m2. Marcos lacados en blanco con doble acristalamiento y topes abatibles. Falso techo con luces LED incorporadas en toda la vivienda. Preinstalación de Aire Acondicionado. Dos frentes Edificio TOTALMENTE REPARADO (Techo, Columnas de Agua, Electricidad y Alcantarillado, Fachadas, Escaleras, Medidores, Puerta del Edificio.",
33254093,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/2f/d0/fb/244257929.jpg,1208-5369,23,,210000.0,{'price': {'amount': 210000.0}},flat,sale,40.0,1,1,travessa da Laranjeira s/n,Lisboa,Misericórdia,Bica,pt,38.7100533,-9.1465548,True,https://www.idealista.pt/imovel/33254093/,False,good,False,,,,5250.0,{'typology': 'flat'},"{'subtitle': 'Misericórdia, Lisboa', 'title': 'Piso en travessa da Laranjeira s/n'}",True,False,False,False,,False,False,,
33325056,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/35/46/03/240504901.jpg,LXM/00438,18,5,442500.0,{'price': {'amount': 442500.0}},flat,sale,98.0,3,2,rua República do Paraguai,Lisboa,Lumiar,Alto do Lumiar - Quinta das Conchas - Quinta do Lambert,pt,38.7713419,-9.1624368,False,https://www.idealista.pt/imovel/33325056/,False,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,4515.0,{'typology': 'flat'},"{'subtitle': 'Lumiar, Lisboa', 'title': 'Piso en rua República do Paraguai'}",False,False,False,False,,False,False,,
33325007,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/13/fb/57/242038860.jpg,SXL/00111,32,4,182500.0,{'price': {'amount': 182500.0}},flat,sale,50.0,1,1,rua do Olival s/n,Lisboa,Estrela,Lapa,pt,38.7049485,-9.1635264,True,https://www.idealista.pt/imovel/33325007/,True,good,False,False,,,3650.0,{'typology': 'flat'},"{'subtitle': 'Estrela, Lisboa', 'title': 'Piso en rua do Olival s/n'}",True,False,False,False,,False,False,"En el corazón de Lisboa, se encuentra este apartamento totalmente renovado, caracterizado por tonos blancos y madera clara, que confieren un ambiente luminoso y acogedor. Ubicado en una excelente zona - Estrela, en el centro de la ciudad de Lisboa, el apartamento se beneficia de la proximidad a todos los establecimientos comerciales y servicios esenciales. Esta ubicación privilegiada proporciona fácil acceso a una variedad de tiendas, restaurantes, cafés, supermercados y otras comodidades, garantizando una experiencia urbana conveniente y confortable. Con una renovación completa, este apartamento presenta un diseño moderno y funcional, ofreciendo a sus residentes un espacio contemporáneo y elegante para disfrutar de la vida en la vibrante ciudad de Lisboa. No pierda la oportunidad de vivir en este lugar privilegiado. ¡Agende ya su visita y descubra el encanto de este apartamento renovado en el corazón de Lisboa! ¡Venga a Visitar!",
33324984,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/d0/8a/5f/240545386.jpg,CAS_631,52,,490000.0,{'price': {'amount': 490000.0}},chalet,sale,135.0,3,2,Fonte Nova -  Calhariz,Lisboa,Benfica,Fonte Nova -  Calhariz,pt,38.742341,-9.200821,False,https://www.idealista.pt/imovel/33324984/,False,good,False,,,,3630.0,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}","{'subtitle': 'Benfica, Lisboa', 'title': 'Chalet adosado'}",False,False,False,False,,False,False,,
33324951,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/2b/9a/56/245180885.jpg,59199,26,,299000.0,"{'price': {'amount': 299000.0, 'priceDropInfo': {'formerPrice': 312500.0, 'priceDropValue': 13500, 'priceDropPercentage': 4}}}",flat,sale,78.0,3,1,rua Sebastião Saraiva Lima s/n,Lisboa,Penha de França,Centro,pt,38.7320446,-9.130167,True,https://www.idealista.pt/imovel/33324951/,False,good,False,False,,,3833.0,{'typology': 'flat'},"{'subtitle': 'Penha de França, Lisboa', 'title': 'Piso en rua Sebastião Saraiva Lima s/n'}",True,True,False,False,,False,False,"Venga a ver este piso de 3 dormitorios situado en el corazón de Lisboa, en la parroquia de Penha de França. A sólo 5 minutos a pie de la estación de metro Arroios y a 10 minutos del prestigioso Instituto Superior Técnico, su ubicación es ideal para aquellos que buscan comodidad y acceso rápido a las principales atracciones de la ciudad. Este piso se encuentra en la Rua José Saraiva Lima, en la 1ª planta Dada su configuración, es una gran oportunidad tanto para vivienda propia como para inversión. Este piso tiene 3 dormitorios, una amplia cocina con zona de comedor. Tiene un balcón cerrado con acceso a la parte trasera del edificio. Tiene un pasillo que comunica la cocina con el comedor. También tiene 1 baño y un pequeño lavadero. Los alrededores del piso ofrecen una amplia gama de tiendas locales, restaurantes, supermercados, farmacias y otros servicios, haciendo la vida cotidiana más práctica y agradable. Aquí encontrará calidad de vida, seguridad y comodidad en uno de los barrios más famosos de Lisboa. Reserve su visita y conozca de cerca todo lo que este pequeño piso tiene para ofrecer.",
33324869,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/a3/11/e4/240499884.jpg,P24.202,26,5,395000.0,{'price': {'amount': 395000.0}},flat,sale,132.0,2,1,"rua dr. rui gomes de oliveira, 1 lisboa",Lisboa,Parque das Nações,Gare do Oriente - Zona Sul,pt,38.7742446,-9.0985353,False,https://www.idealista.pt/imovel/33324869/,True,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,2992.0,{'typology': 'flat'},"{'subtitle': 'Parque das Nações, Lisboa', 'title': 'Piso en rua dr. rui gomes de oliveira, 1 lisboa'}",True,False,False,False,,False,False,"Apartamento de 2 dormitorios y 1 baño con impresionantes vistas al río Tajo, el puente Vasco da Gama, el Parque de las Naciones y la Sierra de Monchique. Con una superficie construida de 120 m², este apartamento ha sido completamente reformado y está listo para entrar a vivir. Dispone de garaje, salón, 2 dormitorios con armarios empotrados, cocina equipada con vitrocerámica y campana extractora, horno y placa y calentador de agua. Aseo completo y salón acristalado con extraordinarias vistas panorámicas. La terraza que rodea el salón, la cocina y los dormitorios permite disfrutar de las vistas privilegiadas. Situado en uno de los lugares más emblemáticos de Lisboa, cerca del Oceanario, parques temáticos, centros de exposiciones y eventos, con fácil acceso y aparcamiento. Oferta comercial y de restauración en la zona, con el Centro Comercial Vasco da Gama a 5 minutos a pie de Oriente. Además, el apartamento está cerca de comercios locales, hipermercados, organismos públicos y sedes de empresas nacionales e internacionales. También cuenta con colegios de diferentes ciclos, guarderías, públicas y privadas en los alrededores, además de infraestructuras sociales y de ocio, como piscinas municipales, gimnasios y pasarelas para caminar y pasear junto al río. Este inmueble se encuentra en un edificio con 2 ascensores, en una 5ª planta en una calle tranquila y con buenas comunicaciones. Posibilidad de hacer 1 dormitorio más. Concierte su visita con António Figueirinha.",
33324784,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/cd/1c/1b/240497427.jpg,PF33236,21,,1190000.0,{'price': {'amount': 1190000.0}},flat,sale,146.0,3,2,Alcântara,Lisboa,Estrela,Alcântara,pt,38.7061789,-9.1703228,False,https://www.idealista.pt/imovel/33324784/,False,good,False,True,,,8151.0,{'typology': 'flat'},"{'subtitle': 'Estrela, Lisboa', 'title': 'Piso'}",True,True,False,False,,False,False,"Entre el río y las colinas, en esta ciudad que se extiende hasta el mar, encuentra un refugio único que te permite sumergirte de lleno en la vida urbana, manteniendo siempre un espacio para respirar. T3 con 146 m2 Acabados de calidad Balcones y terrazas Vistas a la ciudad Jardines Gimnasio Parque Infantil Estacionamiento Los jardines comunes son uno de los puntos fuertes de este condominio. Amplios y acogedores, privilegian la vivencia de la naturaleza urbana. Para completar este enfoque holístico al bienestar, y como inspiración para un estilo de vida saludable, armonioso y equilibrado, el condominio integra un gimnasio totalmente equipado y con jardín exterior, para que sus residentes puedan beneficiarse de todas las ventajas de este condominio privado. En uno de los barrios más eclécticos y cosmopolitas de la capital - la Estrella - la intensidad y riqueza cultural y gastronómica unen urbanidad, contemporaneidad y ocio y permiten aprovechar cada momento del día al máximo.",
33324802,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/cb/96/4b/240497132.jpg,,26,bj,292500.0,{'price': {'amount': 292500.0}},flat,sale,37.0,2,1,rua Augusto Rosa,Lisboa,Santa Maria Maior,Alfama - Sé,pt,38.7110549,-9.1316964,False,https://www.idealista.pt/imovel/33324802/,False,good,False,True,,,7905.0,{'typology': 'flat'},"{'subtitle': 'Santa Maria Maior, Lisboa', 'title': 'Piso en rua Augusto Rosa'}",True,False,False,False,,False,False,"T2 remodelado en plena Alfama, Sé - Se vende Ven a conocer este fantástico, encantador y remodelado apartamento con mucha luminosidad y muy céntrico en Santa María Mayor, Sé. Apartamento de 36 m2, con dos habitaciones, un baño, salón, amueblado. A pesar de encontrarse en el corazón de la ciudad de Lisboa, disfrutará de la tranquilidad inusual, zona de acceso limitado a residentes. Entrada independiente y directa a la casa. El suelo de mosaico garantiza su comodidad e higiene perfecta. Falso techo insonorizado y antiincendios. Zona con todos los servicios, transportes y comercios en las proximidades. ¡Ven a conocer tu futura casa o tu futura inversión!",
33324669,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/1a/99/da/240494148.jpg,120612492-5,11,,980000.0,{'price': {'amount': 980000.0}},flat,sale,273.0,3,2,avenida Mediterrâneo s/n,Lisboa,Parque das Nações,Expo Central,pt,38.7629772,-9.0981286,True,https://www.idealista.pt/imovel/33324669/,False,good,False,,,,3590.0,{'typology': 'flat'},"{'subtitle': 'Parque das Nações, Lisboa', 'title': 'Piso en avenida Mediterrâneo s/n'}",False,False,False,False,,False,False,,
33324694,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/65/2a/32/240494129.jpg,120611962-15,45,,394000.0,{'price': {'amount': 394000.0}},flat,sale,138.0,4,2,rua Cidade de Malange s/n,Lisboa,Olivais,,pt,38.7652283,-9.1176257,True,https://www.idealista.pt/imovel/33324694/,False,good,False,,,,2855.0,{'typology': 'flat'},"{'subtitle': 'Olivais, Lisboa', 'title': 'Piso en rua Cidade de Malange s/n'}",False,False,False,False,,False,False,,
33324622,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/73/7e/3f/240492667.jpg,122911304-24,27,,237000.0,{'price': {'amount': 237000.0}},flat,sale,62.0,2,1,Olivais,Lisboa,Olivais,,pt,38.7800159,-9.1189036,False,https://www.idealista.pt/imovel/33324622/,False,good,False,,,,3823.0,{'typology': 'flat'},"{'subtitle': 'Olivais, Lisboa', 'title': 'Piso'}",False,False,False,False,,False,False,,
33324621,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/7c/7e/5e/242612986.jpg,122911451-71,40,bj,348000.0,{'price': {'amount': 348000.0}},flat,sale,70.0,2,1,Arneiros,Lisboa,Benfica,Arneiros,pt,38.7538195,-9.2025976,False,https://www.idealista.pt/imovel/33324621/,False,good,False,False,,,4971.0,{'typology': 'flat'},"{'subtitle': 'Benfica, Lisboa', 'title': 'Piso'}",False,False,False,False,,False,False,,
33324606,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/eb/23/9a/240492378.jpg,126261094-14,18,,257000.0,"{'price': {'amount': 257000.0, 'priceDropInfo': {'formerPrice': 265000.0, 'priceDropValue': 8000, 'priceDropPercentage': 3}}}",flat,sale,75.0,2,1,rua Cidade de Manchester s/n,Lisboa,Arroios,Anjos,pt,38.727777,-9.1313957,True,https://www.idealista.pt/imovel/33324606/,False,good,False,,,,3427.0,{'typology': 'flat'},"{'subtitle': 'Arroios, Lisboa', 'title': 'Piso en rua Cidade de Manchester s/n'}",False,False,False,False,{'groupDescription': 'Top'},False,False,"Apartamento de 2 habitaciones reformado en 2021 y en buen estado. Con excelente aprovechamiento de las áreas (75m2), se encuentra a menos de 5 minutos a pie del Metro dos Anjos y de la Av. Almirante Reis, lo que permite un acceso fácil y rápido a cualquier punto de la ciudad. Se trata de una planta baja alta ubicada en una bonita y típica calle de Lisboa, Rua Cidade de Manchester y a 3 minutos a pie del Miradouro de Monte Agudo, lo que permite acceder y disfrutar de una de las más bellas vistas sobre la ciudad de Lisboa. La reforma aprovechó la altura del techo, creando 2 espacios distintos. En la planta superior encontramos un salón y un dormitorio y en la planta inferior encontramos otro salón y dormitorio idénticos, todos con ventana. La cocina es funcional y tiene un espacio de terraza acristalada, con zona de tratamiento de ropa y tendedero que da al vestíbulo del edificio. También se beneficia de un espacioso trastero. Al fondo queda el baño remodelado, con plato de ducha. Este apartamento es ideal para parejas o para alojamiento de estudiantes. No pierda esta oportunidad y venga a visitar.",
33324615,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/b0/5c/1e/240492304.jpg,121701423-72,30,,450000.0,{'price': {'amount': 450000.0}},flat,sale,130.0,4,1,Anjos,Lisboa,Arroios,Anjos,pt,38.7274799,-9.1325455,False,https://www.idealista.pt/imovel/33324615/,False,good,False,,,,3462.0,{'typology': 'flat'},"{'subtitle': 'Arroios, Lisboa', 'title': 'Piso'}",True,False,False,False,,False,False,,
33324600,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/42/ac/94/240491964.jpg,121831202-64,36,,410000.0,{'price': {'amount': 410000.0}},flat,sale,70.0,3,1,rua do Cabo s/n,Lisboa,Campo de Ourique,Santa Isabel,pt,38.7185695,-9.1611502,True,https://www.idealista.pt/imovel/33324600/,False,good,False,,,,5857.0,{'typology': 'flat'},"{'subtitle': 'Campo de Ourique, Lisboa', 'title': 'Piso en rua do Cabo s/n'}",True,False,False,False,,False,False,"Apartamento de 3 habitaciones + 1 en venta en Campo de Ourique con 70m2 y una terraza de 16m2. En las habitaciones y en el salón suelo de madera con tablón corrido. Apartamento con dos frentes y con una orientación N-S Tercer piso sin ascensor. Cerca del Liceo Pedro Nunes, Hotel da Estrela Escuela de Hostelería y Turismo de Lisboa, cerca del Jardín de la Estrella en zona muy tranquila. Necesita obras de remodelación.",
33324564,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/f5/31/16/240491521.jpg,121491732-13,23,,490000.0,{'price': {'amount': 490000.0}},flat,sale,98.0,3,2,rua Almeida e Sousa s/n,Lisboa,Campo de Ourique,Centro,pt,38.7174215,-9.1664609,True,https://www.idealista.pt/imovel/33324564/,False,good,False,,,,5000.0,{'typology': 'flat'},"{'subtitle': 'Campo de Ourique, Lisboa', 'title': 'Piso en rua Almeida e Sousa s/n'}",False,False,False,False,,False,False,"Apartamento de 3 habitaciones en venta en Campo de Ourique, uno de los barrios más buscados de Lisboa. Este apartamento está situado en la calle Almeida e Sousa, junto al Jardín de la Parada. Encantador apartamento de 3 habitaciones de estilo antiguo, muy luminoso y con patio. Cuenta con una sala común con ventanas y contraventanas de madera, 3 habitaciones, una de ellas en suite, cocina totalmente equipada y otro baño completo. El suelo del apartamento es de madera, lo que le confiere un encanto muy especial. El patio, con una excelente orientación solar, permite disfrutar de unos estupendos días de sol. Sobre el barrio: Campo de Ourique es uno de los mejores barrios de Lisboa, con vida propia y muy céntrico. La ubicación del apartamento es muy próxima a la calle principal (Rua Ferreira Borges) y al Jardín de la Parada, donde en el futuro habrá una estación de metro. A 5 minutos andando del Mercado de Campo de Ourique, al lado del jardín de la Parada y de todo tipo de comercios, servicios y transportes públicos. A 5 minutos en coche del Liceo Francés Charles LePierre, del Centro Comercial Amoreiras y del acceso a la autopista A5. A 10 minutos de los Salesianos de Lisboa y a 20 minutos del Aeropuerto de Lisboa. Aunque no tiene garaje, el aparcamiento en el barrio es fácil gracias a la posibilidad de obtener el distintivo de residente. Te espero para concertar una visita. Valdrá la pena conocer este fantástico apartamento de 3 habitaciones. Esta puede ser tu nueva casa. ¿Vamos a concertar una visita?",
33324510,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/67/07/f9/241097326.jpg,123761089-129,27,1,260000.0,{'price': {'amount': 260000.0}},flat,sale,59.0,2,1,rua Barão Monte Pedral s/n,Lisboa,São Vicente,Santa Engrácia,pt,38.7216233,-9.1216996,True,https://www.idealista.pt/imovel/33324510/,True,good,False,False,,,4407.0,{'typology': 'flat'},"{'subtitle': 'São Vicente, Lisboa', 'title': 'Piso en rua Barão Monte Pedral s/n'}",True,False,False,False,,False,False,,
